Crash Date/Time,Weather,Latitude,Longitude,Vehicle Damage Extent,Vehicle Year,Vehicle Make,Vehicle Model,Driver Substance Abuse,Injury Severity
7/21/2023 15:36,CLEAR,39.05377208,-77.09982374,FUNCTIONAL,2010,FORD,UT,NONE DETECTED,NO APPARENT INJURY
7/21/2023 15:36,CLEAR,39.05377208,-77.09982374,FUNCTIONAL,2016,VOLK,4S,NONE DETECTED,NO APPARENT INJURY
7/21/2023 15:28,CLEAR,39.060833,-77.044795,DISABLING,2017,HONDA,SD,NONE DETECTED,NO APPARENT INJURY
7/21/2023 15:28,CLEAR,39.060833,-77.044795,SUPERFICIAL,2023,TOYT,SD,NONE DETECTED,NO APPARENT INJURY
7/21/2023 15:28,CLEAR,39.060833,-77.044795,FUNCTIONAL,2010,HONDA,ACCORD,NONE DETECTED,NO APPARENT INJURY
7/21/2023 14:30,CLEAR,39.01765,-77.064305,DISABLING,2014,HONDA,CRZ,NONE DETECTED,NO APPARENT INJURY
7/21/2023 14:26,CLEAR,39.09322594,-77.12211346,SUPERFICIAL,2018,HOND,TK,NONE DETECTED,NO APPARENT INJURY
7/21/2023 14:26,CLEAR,39.09322594,-77.12211346,DISABLING,1999,TOYOTA,CARROLA,NONE DETECTED,POSSIBLE INJURY
7/21/2023 13:58,CLEAR,39.11524084,-77.21569404,DISABLING,2011,CADILLAC,ESCALADE,NONE DETECTED,NO APPARENT INJURY
7/21/2023 13:58,CLEAR,39.11524084,-77.21569404,DISABLING,2022,TOYT,UT,NONE DETECTED,NO APPARENT INJURY
7/21/2023 13:43,CLEAR,39.185204,-77.24018883,FUNCTIONAL,2007,MERCEDEZ,E350,UNKNOWN,NO APPARENT INJURY
7/21/2023 13:43,CLEAR,39.185204,-77.24018883,SUPERFICIAL,2010,HONDA,CRV,NONE DETECTED,NO APPARENT INJURY
7/21/2023 13:24,CLEAR,38.99828526,-77.03064861,SUPERFICIAL,2019,HONDA,CRV,NONE DETECTED,NO APPARENT INJURY
7/21/2023 12:48,CLEAR,38.98106155,-77.00592471,FUNCTIONAL,2010,HONDA,CIVIC,NONE DETECTED,NO APPARENT INJURY
7/21/2023 12:48,CLEAR,38.98106155,-77.00592471,FUNCTIONAL,0,UNKNOWN,UNKNOWN,UNKNOWN,NO APPARENT INJURY
7/21/2023 12:09,CLEAR,38.98099667,-77.095345,UNKNOWN,2016,FREIGHTLINER,CASCADIA 125,N/A,NO APPARENT INJURY
7/21/2023 12:09,CLEAR,38.98099667,-77.095345,FUNCTIONAL,2022,DODGE,CHALLENGER,N/A,NO APPARENT INJURY
7/21/2023 12:02,CLEAR,39.05406483,-77.0955525,FUNCTIONAL,2008,FORD,TK,N/A,NO APPARENT INJURY
7/21/2023 12:02,CLEAR,39.05406483,-77.0955525,FUNCTIONAL,2020,FORD,CG,N/A,NO APPARENT INJURY
7/21/2023 11:53,CLEAR,38.966755,-77.105892,DISABLING,2012,MAZDA,A5,NONE DETECTED,POSSIBLE INJURY
7/21/2023 11:53,CLEAR,38.966755,-77.105892,SUPERFICIAL,2020,TOYT,TUNDRA,NONE DETECTED,NO APPARENT INJURY
7/21/2023 11:52,CLEAR,39.13526333,-77.06976,NO DAMAGE,2015,NISSAN,ROGUE,NONE DETECTED,NO APPARENT INJURY
7/21/2023 11:30,CLEAR,39.02999495,-77.07473032,SUPERFICIAL,1999,CHEVROLET,ASTRO,UNKNOWN,NO APPARENT INJURY
7/21/2023 10:10,CLEAR,38.99998878,-76.99072579,UNKNOWN,2013,FORD,ESCAPE,UNKNOWN,NO APPARENT INJURY
7/21/2023 10:10,CLEAR,38.99998878,-76.99072579,SUPERFICIAL,2018,MAZD,CX5,NONE DETECTED,NO APPARENT INJURY
7/21/2023 9:30,CLEAR,38.98119833,-77.09230667,SUPERFICIAL,2023,KIA,SOUL,N/A,NO APPARENT INJURY
7/21/2023 7:27,CLEAR,39.1148493,-77.24168787,SUPERFICIAL,2017,MAZDA,3,ALCOHOL PRESENT,NO APPARENT INJURY
7/21/2023 7:14,CLEAR,38.98493552,-77.02668318,N/A,2020,HYUNDAI,ELENTRA,UNKNOWN,NO APPARENT INJURY
7/21/2023 7:14,CLEAR,38.98493552,-77.02668318,FUNCTIONAL,2021,NISSAN,451,NONE DETECTED,NO APPARENT INJURY
7/21/2023 7:13,CLOUDY,39.11977333,-77.16137667,DISABLING,2017,HONDA,CIVIC,NONE DETECTED,NO APPARENT INJURY
7/21/2023 5:25,CLOUDY,39.100845,-77.21498167,DESTROYED,2004,FORD,EXPLORER,NONE DETECTED,SUSPECTED MINOR INJURY
7/21/2023 1:15,CLEAR,39.05834333,-77.06013333,DISABLING,2015,VOLKSWAGON,PASSAT,UNKNOWN,SUSPECTED MINOR INJURY
7/20/2023 23:40,N/A,39.14872076,-77.14711061,SUPERFICIAL,2023,TOYT,CP,N/A,NO APPARENT INJURY
7/20/2023 23:40,N/A,39.14872076,-77.14711061,UNKNOWN,2016,BMW,750,UNKNOWN,NO APPARENT INJURY
7/20/2023 21:38,CLEAR,39.15437715,-77.20926953,DISABLING,2008,CHEV,TK,NONE DETECTED,NO APPARENT INJURY
7/20/2023 21:38,CLEAR,39.15437715,-77.20926953,SUPERFICIAL,2023,JEEP,GRAND CHEROKEE,NONE DETECTED,NO APPARENT INJURY
7/20/2023 21:32,CLEAR,39.16166333,-77.41915333,DISABLING,2002,HYUNDAI,ELANTRA,UNKNOWN,FATAL INJURY
7/20/2023 20:00,N/A,39.15424833,-77.20945717,DISABLING,2014,KIA,SPORTAGE,NONE DETECTED,NO APPARENT INJURY
7/20/2023 20:00,N/A,39.15424833,-77.20945717,DISABLING,2012,KIA,FORTE,NONE DETECTED,NO APPARENT INJURY
7/20/2023 18:45,CLEAR,39.1473355,-77.27187267,DISABLING,2011,VOLV,UT,N/A,POSSIBLE INJURY
7/20/2023 18:45,CLEAR,39.1473355,-77.27187267,DISABLING,2014,CHEVROLET,CAMARO,N/A,NO APPARENT INJURY
7/20/2023 18:01,CLEAR,38.99308191,-77.02331513,NO DAMAGE,2014,SUBARU,SU,NONE DETECTED,NO APPARENT INJURY
7/20/2023 17:06,CLEAR,39.052037,-77.07318233,SUPERFICIAL,2018,MAZD,UT,ALCOHOL PRESENT,NO APPARENT INJURY
7/20/2023 17:00,CLEAR,39.0838,-76.951315,FUNCTIONAL,2013,FORD,E350,NONE DETECTED,NO APPARENT INJURY
7/20/2023 17:00,CLEAR,39.0838,-76.951315,FUNCTIONAL,2014,TOYOTA,PRIUS,NONE DETECTED,NO APPARENT INJURY
7/20/2023 16:52,N/A,39.03680667,-76.99136167,NO DAMAGE,2017,FORD,TRUCK F750,N/A,NO APPARENT INJURY
7/20/2023 16:52,N/A,39.03680667,-76.99136167,DISABLING,2016,HOND,TK,N/A,NO APPARENT INJURY
7/20/2023 16:51,CLEAR,39.11721722,-77.16898412,DISABLING,2014,KIA,SD,N/A,NO APPARENT INJURY
7/20/2023 16:51,CLEAR,39.11721722,-77.16898412,DISABLING,2008,BMW,TK,N/A,SUSPECTED MINOR INJURY
7/20/2023 16:15,N/A,38.99163658,-77.0322424,SUPERFICIAL,2016,TOYOTA,AVALON,NONE DETECTED,NO APPARENT INJURY
7/20/2023 16:03,CLEAR,39.07623833,-77.00185917,SUPERFICIAL,2016,TOYOTA,RAV 4,NONE DETECTED,NO APPARENT INJURY
7/20/2023 16:03,CLEAR,39.07623833,-77.00185917,SUPERFICIAL,2019,FRHT,BUS,NONE DETECTED,NO APPARENT INJURY
7/20/2023 15:10,CLEAR,39.10953506,-77.07580619,FUNCTIONAL,2019,FORD,F150,NONE DETECTED,NO APPARENT INJURY
7/20/2023 15:10,CLEAR,39.10953506,-77.07580619,DISABLING,2017,FORD,FUSION,NONE DETECTED,NO APPARENT INJURY
7/20/2023 14:48,CLEAR,39.1419905,-77.22437083,FUNCTIONAL,2019,HYUN,SD,NONE DETECTED,NO APPARENT INJURY
7/20/2023 14:48,CLEAR,39.1419905,-77.22437083,FUNCTIONAL,2017,GILG,BUS,NONE DETECTED,NO APPARENT INJURY
7/20/2023 14:40,CLEAR,39.07105882,-76.94921411,SUPERFICIAL,2007,PIER,D3,N/A,NO APPARENT INJURY
7/20/2023 14:34,CLOUDY,39.11270475,-77.08921363,DESTROYED,2010,TOYOTA,COROLLA,N/A,POSSIBLE INJURY
7/20/2023 14:34,CLOUDY,39.11270475,-77.08921363,DESTROYED,2018,CHRYSLER,PACIFICA,N/A,NO APPARENT INJURY
7/20/2023 13:00,CLEAR,39.00523123,-77.1332751,DISABLING,2015,HONDA,CRV,NONE DETECTED,NO APPARENT INJURY
7/20/2023 13:00,CLEAR,39.00523123,-77.1332751,FUNCTIONAL,1998,MERCURY,GRAND MARQUIS,NONE DETECTED,NO APPARENT INJURY
7/20/2023 12:53,CLEAR,38.986655,-77.02644,SUPERFICIAL,2019,NISSAN,VERSA,N/A,NO APPARENT INJURY
7/20/2023 12:53,CLEAR,38.986655,-77.02644,SUPERFICIAL,2008,NISSAN,VERSA,NONE DETECTED,NO APPARENT INJURY
7/20/2023 12:25,N/A,39.18087167,-77.26924333,FUNCTIONAL,2012,HONDA,COROLLA,N/A,NO APPARENT INJURY
7/20/2023 12:25,N/A,39.18087167,-77.26924333,DISABLING,2014,NISSAN,SENTRA,N/A,NO APPARENT INJURY
7/20/2023 12:14,CLEAR,39.04914683,-77.11713317,SUPERFICIAL,2017,KIA,UT,NONE DETECTED,NO APPARENT INJURY
7/20/2023 12:14,CLEAR,39.04914683,-77.11713317,DISABLING,2011,HOND,TK,N/A,NO APPARENT INJURY
7/20/2023 11:49,CLEAR,39.02804,-77.14517833,SUPERFICIAL,2022,FORD,UT,NONE DETECTED,NO APPARENT INJURY
7/20/2023 11:49,CLEAR,39.02804,-77.14517833,SUPERFICIAL,2015,TOYOTA,4S,NONE DETECTED,NO APPARENT INJURY
7/20/2023 11:45,CLEAR,39.1526245,-77.19285418,NO DAMAGE,2012,FORD,F150,NONE DETECTED,NO APPARENT INJURY
7/20/2023 10:35,CLEAR,39.001805,-77.05548167,FUNCTIONAL,2022,KIA,FORTE,NONE DETECTED,NO APPARENT INJURY
7/20/2023 9:29,CLEAR,39.04707383,-77.10521433,FUNCTIONAL,2016,NISSAN,ROUGE,UNKNOWN,NO APPARENT INJURY
7/20/2023 9:25,CLEAR,39.1117355,-76.92951733,DISABLING,2014,NISSAN,PATHFINDER,NONE DETECTED,SUSPECTED MINOR INJURY
7/20/2023 9:25,CLEAR,39.1117355,-76.92951733,DISABLING,2010,TOYOTA,COROLLA,NONE DETECTED,POSSIBLE INJURY
7/20/2023 9:20,CLEAR,38.98086834,-77.01648149,UNKNOWN,0,UNKNOWN,UNKNOWN,N/A,NO APPARENT INJURY
7/20/2023 9:10,CLEAR,39.05832888,-77.07122194,FUNCTIONAL,2010,INFINITI,G37,UNKNOWN,NO APPARENT INJURY
7/20/2023 9:10,CLEAR,39.05832888,-77.07122194,SUPERFICIAL,2022,TOYT,COROLLA,NONE DETECTED,NO APPARENT INJURY
7/20/2023 8:49,CLEAR,39.07736083,-76.93357,DISABLING,2021,TOYOTA,CAMRY,NONE DETECTED,NO APPARENT INJURY
7/20/2023 7:36,N/A,39.04171767,-77.11037917,DISABLING,2014,HOND,4S,NONE DETECTED,NO APPARENT INJURY
7/20/2023 7:36,N/A,39.04171767,-77.11037917,DISABLING,2019,NISS,VN,NONE DETECTED,NO APPARENT INJURY
7/20/2023 7:30,CLEAR,39.0189255,-77.015009,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,NO APPARENT INJURY
7/20/2023 7:30,CLEAR,39.0189255,-77.015009,SUPERFICIAL,2018,KIA,SOUL,NONE DETECTED,NO APPARENT INJURY
7/20/2023 7:30,CLEAR,39.0189255,-77.015009,FUNCTIONAL,2012,HYUNDAI,SONATO,NONE DETECTED,POSSIBLE INJURY
7/20/2023 7:20,CLEAR,38.97667,-77.07721,SUPERFICIAL,2022,LEXUS,RX,UNKNOWN,NO APPARENT INJURY
7/20/2023 7:20,CLEAR,38.97667,-77.07721,SUPERFICIAL,2018,JEEP,COMPASS,NONE DETECTED,NO APPARENT INJURY
7/20/2023 4:30,N/A,39.08102635,-77.14586155,FUNCTIONAL,2021,FORD,UT,NONE DETECTED,NO APPARENT INJURY
7/19/2023 21:59,CLEAR,39.144961,-77.227355,FUNCTIONAL,2012,CHEVROLET,IMPALA,N/A,NO APPARENT INJURY
7/19/2023 21:59,CLEAR,39.144961,-77.227355,FUNCTIONAL,2021,JEEP,COMPASS,N/A,NO APPARENT INJURY
7/19/2023 21:23,CLEAR,39.18382,-77.261495,SUPERFICIAL,2020,GILG,BU,NONE DETECTED,NO APPARENT INJURY
7/19/2023 21:23,CLEAR,39.18382,-77.261495,FUNCTIONAL,2021,TOYT,RAV4,NONE DETECTED,NO APPARENT INJURY
7/19/2023 20:05,CLEAR,39.06565183,-77.15941767,FUNCTIONAL,2014,CHEVROLET,SUBURBAN,NONE DETECTED,NO APPARENT INJURY
7/19/2023 19:00,CLEAR,39.15108983,-77.17462233,SUPERFICIAL,2022,VOLK,UT,NONE DETECTED,NO APPARENT INJURY
7/19/2023 19:00,CLEAR,39.15108983,-77.17462233,DISABLING,2013,HOND,4S,NONE DETECTED,NO APPARENT INJURY
7/19/2023 17:42,CLEAR,39.12873883,-77.12878967,DISABLING,2008,HYUNDAI,SONATA,NONE DETECTED,NO APPARENT INJURY
7/19/2023 17:42,CLEAR,39.12873883,-77.12878967,DISABLING,2018,SUBARU,CROSSTREK,NONE DETECTED,NO APPARENT INJURY
7/19/2023 16:35,CLEAR,39.08750507,-77.07928734,UNKNOWN,0,UNKNOWN,UNKNOWN,N/A,NO APPARENT INJURY
7/19/2023 16:35,CLEAR,39.08750507,-77.07928734,FUNCTIONAL,2013,METRO,BUS,NONE DETECTED,NO APPARENT INJURY
7/19/2023 15:30,CLEAR,39.0590781,-77.04997105,SUPERFICIAL,2018,FORD,F150,NONE DETECTED,NO APPARENT INJURY
7/19/2023 15:30,CLEAR,39.0590781,-77.04997105,SUPERFICIAL,2018,CHEVY,SILVERADO,NONE DETECTED,NO APPARENT INJURY
7/19/2023 15:03,CLOUDY,39.06477,-76.97053167,DISABLING,2020,MAZD,CX3,NONE DETECTED,NO APPARENT INJURY
7/19/2023 14:32,CLEAR,39.02133477,-77.0119619,SUPERFICIAL,2017,HYUN,4S,NONE DETECTED,NO APPARENT INJURY
7/19/2023 14:32,CLEAR,39.02133477,-77.0119619,UNKNOWN,2021,CHEV,SILVERADO,UNKNOWN,NO APPARENT INJURY
7/19/2023 12:19,CLEAR,39.11985,-77.15699333,DISABLING,2011,TOYOTA,RAV 4,NONE DETECTED,NO APPARENT INJURY
7/19/2023 12:13,CLEAR,38.97865086,-77.09864952,SUPERFICIAL,2009,INFINITY,FX35,N/A,NO APPARENT INJURY
7/19/2023 12:13,CLEAR,38.97865086,-77.09864952,SUPERFICIAL,2013,ACUR,TL,NONE DETECTED,NO APPARENT INJURY
7/19/2023 11:41,CLEAR,39.24689556,-77.23412702,SUPERFICIAL,2004,FORD,F250,NONE DETECTED,NO APPARENT INJURY
7/19/2023 11:41,CLEAR,39.24689556,-77.23412702,DISABLING,2017,MERCEDES BENZ,GLS450,NONE DETECTED,NO APPARENT INJURY
7/19/2023 9:50,CLEAR,39.11592142,-77.1861019,SUPERFICIAL,2022,FORD,TRANSIT,NONE DETECTED,NO APPARENT INJURY
7/19/2023 9:50,CLEAR,39.11592142,-77.1861019,NO DAMAGE,2023,CHEVROLET,SILVERADO,UNKNOWN,NO APPARENT INJURY
7/19/2023 8:56,CLOUDY,39.02021833,-77.01303333,N/A,0,UNKNOWN,UNKNOWN,UNKNOWN,NO APPARENT INJURY
7/19/2023 8:56,CLOUDY,39.02021833,-77.01303333,SUPERFICIAL,2021,THOMAS,SCHOOL BUS,NONE DETECTED,NO APPARENT INJURY
7/19/2023 8:27,CLOUDY,39.20880621,-77.09241102,DISABLING,2000,HOND,ACCORD,NONE DETECTED,NO APPARENT INJURY
7/19/2023 8:27,CLOUDY,39.20880621,-77.09241102,FUNCTIONAL,2004,LEXS,RX 330,NONE DETECTED,NO APPARENT INJURY
7/19/2023 8:13,RAINING,39.15373733,-77.21113767,DISABLING,2010,TOYT,SD,NONE DETECTED,NO APPARENT INJURY
7/19/2023 8:13,RAINING,39.15373733,-77.21113767,SUPERFICIAL,0,UNKNOWN,UNKNOWN,UNKNOWN,NO APPARENT INJURY
7/19/2023 8:13,RAINING,39.15373733,-77.21113767,SUPERFICIAL,2017,HONDA,CIVIC,N/A,NO APPARENT INJURY
7/19/2023 8:13,RAINING,39.15373733,-77.21113767,SUPERFICIAL,2013,FORD,EDGE,NONE DETECTED,NO APPARENT INJURY
7/19/2023 8:04,CLOUDY,38.962555,-77.13473167,DISABLING,2020,KIA,SOUL,NONE DETECTED,NO APPARENT INJURY
7/19/2023 7:50,CLOUDY,39.26226333,-77.221665,SUPERFICIAL,2019,VOLKSWAGON,JETTA,NONE DETECTED,NO APPARENT INJURY
7/19/2023 7:50,CLOUDY,39.26226333,-77.221665,SUPERFICIAL,2020,CHEVROLET,TAHOE,NONE DETECTED,NO APPARENT INJURY
7/19/2023 7:30,RAINING,39.03157117,-77.13167733,FUNCTIONAL,2007,GMC,VAN,NONE DETECTED,NO APPARENT INJURY
7/19/2023 7:30,RAINING,39.03157117,-77.13167733,FUNCTIONAL,2010,HONDA,ODYSSEY,NONE DETECTED,NO APPARENT INJURY
7/18/2023 20:10,CLEAR,39.05831167,-77.0501,SUPERFICIAL,2018,DODGE,CHARGER,NONE DETECTED,NO APPARENT INJURY
7/18/2023 20:10,CLEAR,39.05831167,-77.0501,DESTROYED,2012,TOYT,COROLLA,NONE DETECTED,SUSPECTED MINOR INJURY
7/18/2023 20:10,CLEAR,39.05831167,-77.0501,DESTROYED,2007,HONDA,ACCORD,UNKNOWN,POSSIBLE INJURY
7/18/2023 19:51,CLEAR,39.18751,-77.18643,FUNCTIONAL,2013,HONDA,PILOT,NONE DETECTED,NO APPARENT INJURY
7/18/2023 19:51,CLEAR,39.18751,-77.18643,FUNCTIONAL,2014,NISSAN,SENTRA,NONE DETECTED,NO APPARENT INJURY
7/18/2023 19:51,CLEAR,39.18751,-77.18643,FUNCTIONAL,2007,LEXUS,RX350,NONE DETECTED,POSSIBLE INJURY
7/18/2023 17:12,CLEAR,39.14615592,-77.21972266,SUPERFICIAL,2017,CHRY,SD,NONE DETECTED,NO APPARENT INJURY
7/18/2023 17:12,CLEAR,39.14615592,-77.21972266,SUPERFICIAL,2019,JEEP,CHEROKEE,NONE DETECTED,NO APPARENT INJURY
7/18/2023 17:00,CLEAR,39.01526932,-77.00515901,DISABLING,2022,TOYOTA,RAV4,NONE DETECTED,NO APPARENT INJURY
7/18/2023 17:00,N/A,39.175307,-77.257955,SUPERFICIAL,2013,BMW,SD,N/A,NO APPARENT INJURY
7/18/2023 17:00,N/A,39.175307,-77.257955,DISABLING,2014,HOND,SD,N/A,NO APPARENT INJURY
7/18/2023 17:00,CLEAR,39.01526932,-77.00515901,DISABLING,2018,DODGE,CHALLENGER,NONE DETECTED,NO APPARENT INJURY
7/18/2023 16:30,N/A,39.17490073,-77.25260184,NO DAMAGE,2009,WAB,ST,NONE DETECTED,NO APPARENT INJURY
7/18/2023 16:30,N/A,39.17490073,-77.25260184,FUNCTIONAL,2021,HONDA,CRV,NONE DETECTED,NO APPARENT INJURY
7/18/2023 16:30,CLEAR,39.1903945,-77.05006183,DISABLING,2022,HYUNDAI,SANTA CRUZ,NONE DETECTED,NO APPARENT INJURY
7/18/2023 16:20,CLEAR,39.03675667,-77.05116667,DISABLING,2014,HYUN,4D,NONE DETECTED,POSSIBLE INJURY
7/18/2023 16:20,CLEAR,39.03675667,-77.05116667,DISABLING,2020,TOYT,COROLLA,NONE DETECTED,POSSIBLE INJURY
7/18/2023 16:20,CLEAR,39.03675667,-77.05116667,DISABLING,2011,CHEV,VN,NONE DETECTED,POSSIBLE INJURY
7/18/2023 15:39,N/A,39.1545209,-77.21047569,SUPERFICIAL,2021,MASERATI,LEVANTE,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:39,N/A,39.1545209,-77.21047569,FUNCTIONAL,2014,TOYOTA,SIENNA,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:39,N/A,39.1545209,-77.21047569,SUPERFICIAL,2008,INFINITI,G35X,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:34,CLEAR,39.11412167,-77.01493767,DISABLING,2019,MERCEDES,GLE350,NONE DETECTED,POSSIBLE INJURY
7/18/2023 15:34,CLEAR,39.11412167,-77.01493767,FUNCTIONAL,2015,NISSAN,ROGUE,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:27,CLEAR,39.053582,-77.10705383,DISABLING,2024,VOLVO,X15ST 400/1750 EPA21,NONE DETECTED,POSSIBLE INJURY
7/18/2023 15:27,CLEAR,39.053582,-77.10705383,DISABLING,2019,CHEV,BOLT,NONE DETECTED,POSSIBLE INJURY
7/18/2023 15:10,CLEAR,38.99414919,-77.03091025,FUNCTIONAL,2022,BUS,BUS,N/A,NO APPARENT INJURY
7/18/2023 15:07,CLEAR,38.96343167,-77.08710167,SUPERFICIAL,2011,GILLIG,BUS,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:07,CLEAR,38.96343167,-77.08710167,NO DAMAGE,2016,FORD,F150,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:05,CLEAR,38.99088462,-77.15890583,DISABLING,2014,ACURA,MDX,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:05,CLEAR,38.99088462,-77.15890583,SUPERFICIAL,2017,FORD,FUSION,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:05,CLEAR,38.99088462,-77.15890583,SUPERFICIAL,2021,GENS,GV80,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:03,CLEAR,39.07518901,-77.13686563,FUNCTIONAL,2022,FORD,TK,NONE DETECTED,NO APPARENT INJURY
7/18/2023 15:03,CLEAR,39.07518901,-77.13686563,DISABLING,2010,LEXUS,RX350,NONE DETECTED,NO APPARENT INJURY
7/18/2023 14:45,CLEAR,39.05530833,-77.083595,DESTROYED,2005,TOYOTA,CAMRY,N/A,NO APPARENT INJURY
7/18/2023 14:45,CLEAR,39.05530833,-77.083595,DISABLING,2020,HONDA,CRV,N/A,POSSIBLE INJURY
7/18/2023 14:41,CLEAR,38.99083945,-77.02623023,SUPERFICIAL,2015,TOYOTA,SUV,UNKNOWN,NO APPARENT INJURY
7/18/2023 14:10,CLEAR,38.97671569,-77.07707707,SUPERFICIAL,2008,HONDA,CIVIC,NONE DETECTED,NO APPARENT INJURY
7/18/2023 14:10,CLEAR,38.97671569,-77.07707707,SUPERFICIAL,2021,CHEVROLET,SUBURBAN,NONE DETECTED,NO APPARENT INJURY
7/18/2023 14:09,CLEAR,39.11757432,-77.20694788,DISABLING,2016,HOND,4S,NONE DETECTED,NO APPARENT INJURY
7/18/2023 14:09,CLEAR,39.11757432,-77.20694788,FUNCTIONAL,2016,HONDA,HRV,ALCOHOL CONTRIBUTED,NO APPARENT INJURY
7/18/2023 13:43,CLEAR,39.06844653,-77.1295358,DISABLING,2009,TOYOTA,COROLLA,ILLEGAL DRUG CONTRIBUTED,NO APPARENT INJURY
7/18/2023 12:10,CLEAR,39.052711,-76.95268767,SUPERFICIAL,2015,TOYOTA,CAMRY,N/A,NO APPARENT INJURY
7/18/2023 12:10,CLEAR,39.052711,-76.95268767,SUPERFICIAL,2010,TOYOTA,CAMRY,N/A,NO APPARENT INJURY
7/18/2023 11:13,CLEAR,39.09654117,-77.20433767,SUPERFICIAL,2018,AUDI,TK,N/A,NO APPARENT INJURY
7/18/2023 11:13,CLEAR,39.09654117,-77.20433767,DISABLING,2014,HONDA,CIVIC,N/A,POSSIBLE INJURY
7/18/2023 11:13,CLEAR,39.09654117,-77.20433767,DISABLING,2023,GENS,SD,N/A,NO APPARENT INJURY
7/18/2023 10:46,CLEAR,39.07570606,-77.11794535,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,NO APPARENT INJURY
7/18/2023 10:44,CLEAR,39.10596333,-77.18998833,NO DAMAGE,2017,KENWORTH,DUMP TRUCK,N/A,NO APPARENT INJURY
7/18/2023 10:44,CLEAR,39.10596333,-77.18998833,DISABLING,2015,NISSAN,ALTIMA,N/A,NO APPARENT INJURY
7/18/2023 9:33,CLEAR,39.15696957,-77.2604389,SUPERFICIAL,2021,THOMAS,MSDE D-12,NONE DETECTED,NO APPARENT INJURY
7/18/2023 8:45,CLEAR,39.0387355,-77.05134517,UNKNOWN,2010,VOLKSWAGON,TIGUAN,UNKNOWN,NO APPARENT INJURY
7/18/2023 8:45,CLEAR,39.0387355,-77.05134517,SUPERFICIAL,2017,HONDA,CIVIC,NONE DETECTED,NO APPARENT INJURY
7/18/2023 4:01,CLEAR,39.01946352,-77.04418635,DESTROYED,2007,JEEP,TK,NONE DETECTED,SUSPECTED MINOR INJURY
7/18/2023 3:55,CLEAR,38.99761449,-77.0270308,DESTROYED,2017,MERZ,GLS,NONE DETECTED,NO APPARENT INJURY
7/18/2023 3:55,CLEAR,38.99761449,-77.0270308,DISABLING,2016,TOYOTA,4S,NONE DETECTED,NO APPARENT INJURY
7/17/2023 23:37,CLEAR,39.1398478,-77.15041002,DISABLING,2011,MITS,4S,ALCOHOL PRESENT,NO APPARENT INJURY
7/17/2023 22:07,CLEAR,39.090268,-77.1662715,DESTROYED,2013,BMW,328,NONE DETECTED,NO APPARENT INJURY
7/17/2023 22:07,CLEAR,39.090268,-77.1662715,DESTROYED,2016,SUBARU,4D,NONE DETECTED,POSSIBLE INJURY
7/17/2023 21:48,CLEAR,38.97476667,-77.17534717,DISABLING,2012,HONDA,CRV,NONE DETECTED,SUSPECTED MINOR INJURY
7/17/2023 19:51,CLEAR,39.11751167,-77.20218333,UNKNOWN,2014,DODGE,RAM,N/A,NO APPARENT INJURY
7/17/2023 18:06,CLEAR,39.01418662,-77.004193,SUPERFICIAL,2014,FORD,EXPLORER,UNKNOWN,NO APPARENT INJURY
7/17/2023 18:06,CLEAR,39.01418662,-77.004193,SUPERFICIAL,2016,KIA,SORRENTO,NONE DETECTED,NO APPARENT INJURY
7/17/2023 17:45,CLEAR,39.2016825,-77.25407333,DISABLING,2021,JEEP,SPORT UTILITY,NONE DETECTED,NO APPARENT INJURY
7/17/2023 17:45,CLEAR,39.2016825,-77.25407333,DESTROYED,2014,HONDA,ACCORD,NONE DETECTED,POSSIBLE INJURY
7/17/2023 17:45,CLEAR,39.2016825,-77.25407333,DESTROYED,2014,LEXUS,ES 35,NONE DETECTED,POSSIBLE INJURY
7/17/2023 17:10,CLOUDY,39.17597667,-77.118285,DISABLING,2008,NISSAN,ROGUE,NONE DETECTED,NO APPARENT INJURY
7/17/2023 17:10,CLOUDY,39.17597667,-77.118285,DESTROYED,2008,SUBARU,IMPREZA,NONE DETECTED,POSSIBLE INJURY
7/17/2023 17:10,CLOUDY,39.17597667,-77.118285,DESTROYED,2022,TOYOTA,PRIUS,NONE DETECTED,NO APPARENT INJURY
7/17/2023 17:09,CLEAR,39.28777183,-77.2018075,DISABLING,2005,TOYOTA,AVALON,NONE DETECTED,POSSIBLE INJURY
7/17/2023 17:09,CLEAR,39.28777183,-77.2018075,DISABLING,2013,TOYOTA,PRIUS,NONE DETECTED,NO APPARENT INJURY
7/17/2023 17:00,CLEAR,39.057011,-77.11935386,FUNCTIONAL,2015,HONDA,CIVIC,N/A,NO APPARENT INJURY
7/17/2023 17:00,CLEAR,39.057011,-77.11935386,NO DAMAGE,2019,HONDA,FIT,N/A,NO APPARENT INJURY
