Vehicle ID,Vehicle Damage Extent,Vehicle Body Type,Vehicle Year,Vehicle Make,Vehicle Model
CF7F5105-F2C5-4FA9-90D8-3701F77EB669,SUPERFICIAL,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",2020,NISSAN,NV3500
939BA56E-01D7-4F2F-B256-CFC3AAB3E3F2,DESTROYED,PICKUP TRUCK,2001,FORD,F250
ED9B436D-F6C1-4FB0-ABF1-E64A9DCD59CF,FUNCTIONAL,POLICE VEHICLE/NON EMERGENCY,2018,FORD,TAURUS
71F42CD9-4561-442F-B988-66B83858056D,SUPERFICIAL,PASSENGER CAR,2011,TOYT,SD
CFA12098-19CB-4FD4-89F8-17A4F86522C8,DESTROYED,PASSENGER CAR,2017,FORD,MUSTANG
7196A0FA-DA0E-4E2F-9496-A273FADFD527,DISABLING,PASSENGER CAR,2022,VOLK,UT
015AB4BE-35A1-46E7-9C53-E8040489439E,DISABLING,PASSENGER CAR,2018,FORD,ESCAPE
3226EB7F-3EAC-42A8-AF91-95B5AD6A4C15,UNKNOWN,,0,UNKNOWN,UNKNOWN
738FE78A-FAF0-4A23-9681-9E056949B003,SUPERFICIAL,PASSENGER CAR,2012,CHRY,VN
F60C0310-8A36-46D7-AAB8-E9FA1BB6B48F,SUPERFICIAL,PASSENGER CAR,2018,TESLA,SD
EC0AB1BD-1CF0-40D0-A056-D1796B0BE8D2,DISABLING,PASSENGER CAR,2017,LEXUS,ES350
68D61CFB-C4D8-42A0-90A0-4E09E6E4F303,DISABLING,PASSENGER CAR,2018,TOYOTA,COROLLA
169E5931-BD32-4EAC-BC98-4D47C0CB1041,SUPERFICIAL,PASSENGER CAR,2019,HYUNDAI,TUCSON
4BA0B54A-9B89-41A6-961E-0DFE018608B9,SUPERFICIAL,PASSENGER CAR,2008,INFI,2D
7D35D6D5-0F9A-43BF-B806-92742B48F3FB,DISABLING,PASSENGER CAR,2017,CHEVY,VOLT
060664BB-A147-4E4A-BA4D-7BCE32F3BDC9,DISABLING,PASSENGER CAR,2013,HOND,CIVIC
ECF49D3A-E89F-4136-BC9B-863CC27C0844,DISABLING,(SPORT) UTILITY VEHICLE,2014,HONDA,CRV
E3365517-1C12-4D05-8B33-D5D073E6EFED,DISABLING,PASSENGER CAR,2023,TOYOTA,CAMRY
A9A7F0FD-471F-429B-9386-A56670509E94,DISABLING,PASSENGER CAR,2005,PORSCHE,911
97017F0C-D588-4362-A15D-F11DA28065F6,SUPERFICIAL,(SPORT) UTILITY VEHICLE,2017,BUICK,ENCLAVE
B49CAD9C-256B-4AF0-8C0C-FB4C982C8E55,SUPERFICIAL,PASSENGER CAR,2013,TOYOTA,CAMRY
B12AAB44-F55F-4D39-B1A5-F2F211CD8472,DISABLING,PASSENGER CAR,2011,TOYT,VN
92552FA1-6FE6-4CC3-8879-B28791399CB5,FUNCTIONAL,PASSENGER CAR,2012,AUDI,SD
0E1A42C8-6525-4BEB-B341-1442CC13B236,DISABLING,PASSENGER CAR,2016,HONDA,FIT
E143B4C5-3D24-4C1D-9F3F-71255302023B,FUNCTIONAL,PASSENGER CAR,2015,CHEVORLET,MALIBU
F3E08686-1603-4023-A885-0889C9AEF5FA,DISABLING,PASSENGER CAR,2011,MERCEDES,E-350
955BC542-13FC-40A0-803C-AD5DDDCF1F93,DISABLING,(SPORT) UTILITY VEHICLE,2001,TOYOTA,RAV4
B1716681-F752-43E4-95D2-DB2689A3A79A,FUNCTIONAL,PASSENGER CAR,2023,KIA,SORENTO
8C987686-614F-46D3-A5DB-37ABFF4D37C5,DISABLING,PASSENGER CAR,2003,TOYOTA,SOLARA
BCB7D318-4224-4EE7-B677-24ED4EDE1D05,DISABLING,PASSENGER CAR,2010,TOYOTA,4S
DC12C6F1-4CB2-43A4-854C-F928BC44B5C9,DISABLING,PASSENGER CAR,2015,HONDA,SD
BB7F2832-5FBF-4087-9C50-D0F537E658CB,DISABLING,MOTORCYCLE,2008,HARLEY DAVIDSON,STREET GLIDE
B081A383-B4F8-4837-AFA9-549F21E53F01,FUNCTIONAL,VAN,2003,CHEV,VN
E8FBF44B-17C6-4C8C-BAE0-609EB018F8F7,DISABLING,PASSENGER CAR,2019,HONDA,CLARITY
34DFF7BF-E1B2-43DD-9F01-235938DF0C3F,NO DAMAGE,PASSENGER CAR,2018,NISSAN,SENTRA
C25FAEB0-0886-4305-BC89-790E5CDE4F6A,DISABLING,PASSENGER CAR,2019,KIA,OPTIMA
B7CE5919-9B76-41B0-8FA6-9A7719FD0DD0,FUNCTIONAL,PASSENGER CAR,2019,TOYOTA,COROLLA
AEF180AF-E03A-46C9-8226-8260F0DE2E4B,DISABLING,PASSENGER CAR,2019,BMW,X1
37389307-6CD4-49C2-88C9-7E206B4E17A0,DISABLING,PASSENGER CAR,2018,LEXUS,IS350
96140592-C4BA-4486-A5B4-90DE21D97653,DISABLING,PASSENGER CAR,2018,TOYOTA,RAV 4
BB180C0C-66F8-493B-8813-7A63E58681AF,SUPERFICIAL,PASSENGER CAR,2015,MAZD,UT
5B641AFB-613E-404E-B8A3-713053CE000A,SUPERFICIAL,PASSENGER CAR,2013,FORD,EXPLORER
C7A7D08C-AA20-40AE-99C2-BFF06AF29A13,DESTROYED,PASSENGER CAR,2015,FORD,MUSTANG
46494C66-777F-446D-AABF-D49732B1A4E7,SUPERFICIAL,PASSENGER CAR,2018,MAZDA,CX-5
377F358E-D7D4-4503-8587-B27DEC347832,SUPERFICIAL,PASSENGER CAR,2024,SUBARU,CROSSTREK
8BD0D85F-26D2-46F7-8C51-F8BBCFDFF91D,UNKNOWN,PASSENGER CAR,2009,FORD,ESCAPE
D7B78A03-F671-4CEB-99FB-DB3FEE21C7BB,FUNCTIONAL,,0,UNKNOWN,UNKNOWN
09AEB507-B175-4113-B029-D089283A60FA,FUNCTIONAL,PICKUP TRUCK,2023,CHRYSLER,GLADIATOR
60BE0439-40E2-437E-8457-EC4469CE4213,SUPERFICIAL,(SPORT) UTILITY VEHICLE,2018,JEEP,GRAND CHAROKEE
8AD3DAA6-1200-42A1-8807-3342F207F8AA,SUPERFICIAL,(SPORT) UTILITY VEHICLE,2006,NISS,UT
94F76241-0038-480C-8F64-11FB8C2DE51B,FUNCTIONAL,PASSENGER CAR,2007,MERC,4S
5F84DFE5-B3FE-499F-BCB8-4409894A1D20,FUNCTIONAL,PASSENGER CAR,2015,BMW,328XI
F79FF52B-7EFD-4F23-A204-F01C58290236,DESTROYED,PASSENGER CAR,2012,DODGE,GRAND CARAVAN
7D991476-2807-42C2-8251-7079B50ADCDD,DISABLING,PASSENGER CAR,2018,BMW,43OI
D309B754-0112-4E83-B741-E7BB3A427438,DISABLING,(SPORT) UTILITY VEHICLE,2014,BMW,X5
5A0347A5-5934-409D-8D68-3AD53FDD0CC7,SUPERFICIAL,POLICE VEHICLE/NON EMERGENCY,2017,FORD,TAURUS
A088F2DF-4111-4A3A-8B5E-7A0FDC29E56B,SUPERFICIAL,PASSENGER CAR,2006,ACURA,MDX
95CDA087-E8BA-4D34-A0EA-292646C29C98,UNKNOWN,PASSENGER CAR,2016,TOYOTA,RAV-4
534D9C5A-AD24-4BEE-8406-C37470EE9446,SUPERFICIAL,PASSENGER CAR,2012,ACURA,4DR
F4DCF49C-ABB3-4D36-81C1-5908FCAF4C5F,FUNCTIONAL,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",2015,MACK,MIXER
184539A6-7C2B-4F90-BA56-04252A758387,DISABLING,PASSENGER CAR,2017,HONDA,CRV
8BEBC1A5-2FC2-4EA6-867A-838293A92138,DISABLING,PASSENGER CAR,2010,MAZDA,3
58404F19-D9E1-4921-95C8-E6F257BB533A,DISABLING,(SPORT) UTILITY VEHICLE,2022,ACURA,MDX
F17BAB4A-5621-4D2F-9D32-AC0B0693C2C2,DISABLING,PASSENGER CAR,2020,HONDA,HR-V
A60A7B1B-19C9-444F-8C6D-6D07A1D60EF8,DISABLING,VAN,2022,CHRYSLER,VOYAGER
2D1F4C57-4F42-421B-9FCA-75DB7FFAB403,DISABLING,PASSENGER CAR,2022,CHEVROLET,TRAILBLAZER
FEBDC29F-788E-4A70-87CD-D2BDA381F0A7,DISABLING,PASSENGER CAR,2002,TOYOTA,CAMRY
5E86C590-EE6D-4392-9432-DA2169C1CAA9,FUNCTIONAL,PASSENGER CAR,2014,JEEP,TK
6A994D34-D043-4BB8-9934-B3DBF1445789,FUNCTIONAL,PASSENGER CAR,2006,NISSAN,SENTRA
56738F59-4FAD-464E-A42A-BB59FB9711F3,FUNCTIONAL,PASSENGER CAR,2008,TOYT,4S
8182F311-F135-4F00-9249-E095E2E85C69,FUNCTIONAL,PASSENGER CAR,2017,VOLK,JETTA
681B6DE6-6AC5-4772-BD1F-CE00BA7B6645,DISABLING,PASSENGER CAR,2017,HONDA,ACCORD
D4F4AACD-5684-456F-88F8-0D8920EE3F71,DISABLING,PASSENGER CAR,2023,HYUNDAI,TUCSON
AE331F1F-5DF3-49A1-AA39-6B66356EC8EF,FUNCTIONAL,,0,UNKNOWN,UNKNOWN
F89096FB-5ED8-42A5-BD94-3C5429648669,DISABLING,PASSENGER CAR,2016,NISS,MAXIMA
F804AF96-A6E4-405F-B3C8-AA6888B1E1CC,FUNCTIONAL,PASSENGER CAR,2005,TOYOTA,CAMRY
6504D2F5-6616-4466-AD9C-BCD49EBAC853,FUNCTIONAL,PASSENGER CAR,2009,ACURA,TSX
DE94233F-99A2-4877-A9A5-F168782A60CD,SUPERFICIAL,(SPORT) UTILITY VEHICLE,2015,GMC,TERRAIN
8528A2DD-FEA1-4F1E-AEA9-DA198C3AECCE,SUPERFICIAL,PASSENGER CAR,2020,TOYT,SD
C2641BFD-8772-4FEF-9AE5-A368214A2E07,FUNCTIONAL,PASSENGER CAR,2003,HONDA,ACCORD
23EAABAE-149B-41D0-852D-7FD64B7823D4,DISABLING,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",2005,FREIGHT,TRUCK
8DAF0C45-20B9-4B3F-8B26-548A5E097434,FUNCTIONAL,(SPORT) UTILITY VEHICLE,2017,HONDA,RIDGELINE
1471CFC9-44DD-41BC-AEE0-1FD3FB90327F,FUNCTIONAL,PASSENGER CAR,2023,HOND,SD
9C0F3746-8A1B-470E-8FB1-E2A0A4898622,NO DAMAGE,PASSENGER CAR,2007,NISS,SD
1C7A5F18-A097-4AB6-87FF-460290ECD1CE,DISABLING,PASSENGER CAR,2013,NISSAN,SENTRA
ADA30486-75CC-4FE8-BDE1-F2B428F1C575,UNKNOWN,PASSENGER CAR,2018,INFINITI,QX30
7544930F-9693-4F7F-8721-095A9AA3BAD7,FUNCTIONAL,PASSENGER CAR,2022,TOYOTA,SIENNA
7E3DB017-4249-4D55-A558-7E3458B3086A,DISABLING,PASSENGER CAR,2018,HONDA,ACCORD
08E0A030-9E21-4B78-8445-EA785D119098,DISABLING,PASSENGER CAR,2017,HONDA,ACCORD
BA730841-4881-4BA5-ACBD-5B5987FB4EFA,DISABLING,PASSENGER CAR,2014,KIA,OPTIMA
605F027A-B2D2-48A3-9A87-9A18305E63D8,DISABLING,PASSENGER CAR,2016,TOYT,4S
89DD74ED-0414-4524-8519-E98E21EF17BB,DISABLING,PASSENGER CAR,2011,HOND,SD
5E5D1670-0E2D-4EB1-A0EA-6729426BE8EF,FUNCTIONAL,POLICE VEHICLE/NON EMERGENCY,2014,DODG,CHARGER
4FF3A3CA-C747-4757-86C5-6D20EA5C4A8B,FUNCTIONAL,SNOWMOBILE,2011,JEEP,TK
FF43C87C-03DD-48AC-8021-27BAB8C522F7,DESTROYED,PASSENGER CAR,2015,ACUR,TLX
02D2E225-DBA7-48E3-8359-8D1A6DDB83C1,DESTROYED,PASSENGER CAR,2015,HONDA,CIVIC
A06DA35B-913C-4A33-A6F9-C4340BA10B10,SUPERFICIAL,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",2015,INTL,TT
269FBB72-C6AB-46CB-ABBF-8CD9DFA766E4,SUPERFICIAL,PASSENGER CAR,2014,NISS,CG
913E30CE-5DAF-403C-BF18-B01DCFF19D94,DISABLING,PASSENGER CAR,2016,MAZDA,3
E85B478C-C823-44E1-A414-8DA00936333C,SUPERFICIAL,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",2008,CHEV,ST
BBD24552-2E4D-4296-8355-3B8FB7747888,DISABLING,PASSENGER CAR,2016,HOND,SD
3D8DD9B4-731B-4958-9EEC-F2499F2A4FBB,SUPERFICIAL,PASSENGER CAR,2017,CHEVROLET,MALIBU
2594A864-FFAC-4D92-BE25-8D9A043508D9,NO DAMAGE,TRANSIT BUS,2014,NABI,METRO BUS
0C3981B6-E97C-4A02-8D7F-F52FC3D111F8,SUPERFICIAL,PASSENGER CAR,2014,TOYOTA,SCION
9465C490-C9A3-4066-B853-16AD7542CCDD,DISABLING,PASSENGER CAR,2006,HONDA,PILOT
AA2695C9-395D-4AD2-8CB8-32D882F48B90,DISABLING,PASSENGER CAR,2021,TOYOTA,HIGLANDER
B145C9B5-DCCA-4807-9CBC-4E85732467FB,FUNCTIONAL,PASSENGER CAR,2009,ACURA,TL
227BA81F-9149-4FEC-9FE3-5CB554698BBB,DISABLING,PASSENGER CAR,2012,HONDA,SD
4CD064EA-6277-4B38-B085-0FBFEFD42BED,SUPERFICIAL,PASSENGER CAR,2017,MERZ,SD
5EF19DD9-9CD2-4103-A10A-69883904E195,DESTROYED,PASSENGER CAR,2006,BMW,750I
C66D4F20-F6EA-45C6-9261-7D90BC2C43B2,DISABLING,PASSENGER CAR,2014,HONDA,CRV
5B24C73B-B078-4656-97A6-FFA8890D23ED,SUPERFICIAL,PASSENGER CAR,2013,CHEV,2S
B5447267-EC2C-45E9-89E3-A9020C2C3874,UNKNOWN,PASSENGER CAR,2021,TOYOTA,UT
FDA1626F-2E81-4B0E-AC21-0429B306D43B,SUPERFICIAL,PASSENGER CAR,2022,ACURA,4D
3562BCFE-875B-47CA-A684-4691A5E83960,DISABLING,PASSENGER CAR,2008,JEEP,UT
5917FA51-5F88-4C19-8502-5FFC229095A7,DISABLING,PASSENGER CAR,2021,HYUN,UT
4A48AD38-7C6E-4A5D-A87E-D70781EC9C47,SUPERFICIAL,PASSENGER CAR,2013,VW,JETTA
3754E375-4A8C-42AB-A0D0-546E4EC1C885,DISABLING,VAN,2017,TOYT,SIENNA
FFE8BDD1-F685-4DDB-80B5-613D73FA557B,DISABLING,PASSENGER CAR,2012,HONDA,PILOT
BE9E3E86-799A-45A1-B9C0-313AAA258775,FUNCTIONAL,PASSENGER CAR,1999,NISSAN,ALTIMA
56061EB6-0FCF-4463-867F-DC3898E226EB,DISABLING,PASSENGER CAR,2012,MAZDA,3
224F8393-29A8-4E7D-8973-C3559272ADD2,FUNCTIONAL,PASSENGER CAR,2022,SUBARU,FORESTER
12DF438A-F2EC-4D79-A944-AF2C353B8316,DISABLING,PASSENGER CAR,2012,HYUNDAI,SONTATA
5F1538E9-16BD-4118-AB8A-889A7B3EB990,SUPERFICIAL,TRANSIT BUS,2019,GILG,BUS
9F1C4037-59C5-45AF-B45F-3A85CC1B982A,DISABLING,PASSENGER CAR,1999,ACURA,TL
600F4536-2CBA-4D36-9C02-23AC5BE3B566,DISABLING,PASSENGER CAR,2021,MERZ,GLC300
4B1F28E6-CABC-4D36-93CE-DDFBF55FC254,OTHER,VAN,2019,FORD,E350
80748F3A-832E-418E-B8DC-43323DD81563,UNKNOWN,(SPORT) UTILITY VEHICLE,2010,ACURA,MDX
BB484C74-A3C7-4147-8FF5-074938C20D51,NO DAMAGE,PASSENGER CAR,2022,KIA,SPORTAGE
A843BBA2-E42E-47BC-AEE5-A4390DE4FB8B,FUNCTIONAL,(SPORT) UTILITY VEHICLE,2017,MERZ,TK
5AAA24C5-3A8D-4775-928D-4783CC6AEAC6,DISABLING,PASSENGER CAR,2021,TOYT,UT
C80BCF0B-A0A7-4E0D-B3B7-F6D33E533B44,FUNCTIONAL,PASSENGER CAR,2015,RAM,PK
F116997D-91D1-4565-AA3E-0B9BA744D2B9,UNKNOWN,PICKUP TRUCK,2017,FORD,TK
45AC2C21-9A84-44B5-8133-925E2852F395,DISABLING,PASSENGER CAR,2017,NISSAN,ALTIMA
FFF50D0B-7B4A-4E5C-AE7F-53CA6AA70B3A,DISABLING,PASSENGER CAR,2003,TOYOTA,COROLLA
D43C7C74-9E54-4FC5-81F3-076F2AFC63CC,FUNCTIONAL,PASSENGER CAR,2018,FORD,PICK UP
6F739A3B-58D4-48EC-8E62-3FFD3C97E162,DISABLING,PASSENGER CAR,2021,NISSAN,ROGUE
7255F846-0052-4D66-B15F-ABA9B824CA44,DISABLING,PASSENGER CAR,2011,TOYOTA,CAMRY
2C66CD53-D5C4-4A6B-8618-59CF4B360832,SUPERFICIAL,PASSENGER CAR,2016,LEXUS,ES350
200AC810-E7C5-4F6E-B305-0B66959C7B7C,FUNCTIONAL,PASSENGER CAR,2023,NISS,SD
1C107484-76E5-4233-B04F-B43A3C9700BB,FUNCTIONAL,PASSENGER CAR,2016,TOYOTA,UT
2BE64357-91C8-4377-B2FF-268CBF7A7A68,DISABLING,PICKUP TRUCK,2000,GMC,TK
ACEF255B-AF8C-4509-9E21-FA2457AD143D,FUNCTIONAL,PICKUP TRUCK,2019,CHEV,TK
DFC222E9-9649-4B23-95EC-6AEBD48CA8B5,DISABLING,PASSENGER CAR,2005,TOYT,PV
10B5BE42-7F54-41EA-A268-A9EBD7E8E06C,DISABLING,PASSENGER CAR,2022,FORD,MUSTANG
FCB7C5E7-155F-46BB-AA19-33A082BE1361,DESTROYED,PASSENGER CAR,2022,LEXUS,DT200H
A6A0ACC3-B773-4147-A825-53CCA8CFD08D,DISABLING,PASSENGER CAR,2016,HONDA,HRV
01374E0A-EDB1-48E6-977A-3E1D99D2E0A3,SUPERFICIAL,MOTORCYCLE,2003,HD,SPORTER
A78F103B-9309-43A0-B266-A4670359AA1A,DESTROYED,PASSENGER CAR,2021,JEEP,WAGON
0B753470-CB7F-4CB0-923C-761EC3A64F32,DISABLING,PASSENGER CAR,2022,TESL,Y
B11D6CF0-B339-4BB2-978F-6030195E48B8,SUPERFICIAL,PASSENGER CAR,2020,HYUNDAI,ELANTRA
DD5D2A9B-2F2D-49B2-9910-5A924614E045,DISABLING,PASSENGER CAR,2019,TOYOTA,CAMRY
0822A235-3799-4C0D-9FD1-2ED485CC928B,DISABLING,PASSENGER CAR,2022,TOYOTA,CAMRY
06B02D2F-6ED5-4B5A-A885-65A29A692C14,FUNCTIONAL,PASSENGER CAR,2017,HONDA,CRV
1D9688C8-95C3-4B05-BEDF-B034B28123C9,FUNCTIONAL,PASSENGER CAR,2015,JEEP,TK
6ECF57C8-84DC-42B9-8069-F2A4762D5C0F,SUPERFICIAL,PASSENGER CAR,2019,TOYOTA,CAMRY
B917C0E4-B4F5-44EC-9AC7-85AEE563428C,FUNCTIONAL,(SPORT) UTILITY VEHICLE,2011,KIA,SORENTO
7EDD4931-0EE6-4390-8B9B-82866FF17CA5,DISABLING,PASSENGER CAR,2014,FORD,FUSION
7CC10794-A038-4CE6-9123-F53E13D56E96,FUNCTIONAL,PASSENGER CAR,2014,HONDA,CIVIC
C42A9160-39BD-4F04-B2E5-AB774219B3CE,DISABLING,PASSENGER CAR,2014,HYUNDAI,VELOSTER
F0C5DBC4-FBFE-43B8-B744-CA5F596B3F52,DISABLING,PASSENGER CAR,2015,TOYOTA,COROLLA
31E53F44-B53F-4AEA-A356-56A72D2F3B8E,SUPERFICIAL,PASSENGER CAR,2003,TOYT,4S
4B82737A-E0E4-4C58-B3AF-175B6BFCD3F0,SUPERFICIAL,TRANSIT BUS,2019,GILG,BU
DD6540A6-FF0E-42E5-B171-DDCABA401740,DISABLING,PASSENGER CAR,2012,ACURA,TL
7F0A521A-7FDB-45F5-A101-4EE168460B35,SUPERFICIAL,PASSENGER CAR,2019,BMW,540I
73C62086-4265-4A02-9008-C7CF96917421,SUPERFICIAL,PASSENGER CAR,2023,CHRYSLER,300C
D4D3D856-A2AA-4682-86E2-CF99C2DB64DA,FUNCTIONAL,PASSENGER CAR,2020,CHEV,BOLT
663D6D1C-B13F-47B9-8476-C47C70EDB506,FUNCTIONAL,PASSENGER CAR,2018,LEXUS,NX 300
01A08E8F-A41A-49DE-87E9-B7AA0602C6DD,DISABLING,(SPORT) UTILITY VEHICLE,1997,LAND ROVER,DEF
2C0D672F-0F38-44E9-BB31-833748A240E5,SUPERFICIAL,PASSENGER CAR,2022,CHEVROLET,TRAX
C2436F19-F3C9-42D4-BEAE-0E756C2B2B7F,FUNCTIONAL,PASSENGER CAR,2012,TOYT,CAMRY
8C2981B7-CDBA-48FC-AFB4-939586FBB31C,FUNCTIONAL,PASSENGER CAR,2016,FORD,FLEX
DCED3D84-1FAA-4A73-AA6F-8845F9BC8A62,DISABLING,PASSENGER CAR,2010,MOZDA,4
5D7B8E47-BF56-45DF-A586-E6497A571FA2,DISABLING,PASSENGER CAR,2020,HYUNDAI,ELANTRA
972EC101-079E-4A66-B292-826A7329ECBA,FUNCTIONAL,PASSENGER CAR,2023,TESLA,MODEL
F6A819F1-CD84-4925-B4F8-63F8D35927AB,FUNCTIONAL,(SPORT) UTILITY VEHICLE,2017,KIA,SORENTO
772CE527-9E0A-4F81-8C81-5CA22920463D,UNKNOWN,PASSENGER CAR,2012,HONDA,CIVIC
A65815A9-9AA0-4ECF-98CE-6698D4F5B6BD,DISABLING,PASSENGER CAR,2023,HYUNDAI,ELANTRA
3B197A90-4813-4142-A144-47D30359BDDC,DISABLING,PASSENGER CAR,2017,HONDA,ACCORD
FCF641C9-95D3-437E-81F0-C8B1E0AFC939,SUPERFICIAL,PICKUP TRUCK,2009,FORD,F150
C49F8E9C-2C82-4FB8-8F31-9261070C4238,UNKNOWN,PASSENGER CAR,2004,CHEVROLET,IMPALA
73692210-3115-48A1-9C17-939DB6B4756C,DISABLING,PASSENGER CAR,2014,KIA,FORTE
9AB8DF03-9DBC-4637-BCCB-7B393CF742A2,FUNCTIONAL,PASSENGER CAR,2016,MAZDA,3
0933F0C9-6972-4B1D-A8E8-1CF8E79B61FC,DISABLING,PASSENGER CAR,2012,HONDA,CIVIC
7E2124D0-8D2C-408F-A2CC-885A5E41D229,FUNCTIONAL,RECREATIONAL VEHICLE,2019,NISSAN,MURANO
7463DF05-16F3-4278-A849-284AB877A126,DISABLING,PASSENGER CAR,2012,TOYOTA,CAMRY
2CAFB010-870A-4DB2-AAE5-7F745911CD70,FUNCTIONAL,PASSENGER CAR,2023,TOYOTA,COROLLA
5E482263-B365-4E10-B0AA-96843C3D4A3D,UNKNOWN,PICKUP TRUCK,2013,FORD,TK
F4A11F22-1720-41D9-8370-F2938B152883,SUPERFICIAL,TRANSIT BUS,2013,NWFL,XDE
4D3C22D2-4B70-4848-B7A3-12B2B00221EC,FUNCTIONAL,PASSENGER CAR,2014,LEXUS,4D
C7103F2E-0FBA-474C-997D-1FAE43F856A1,DISABLING,PASSENGER CAR,2010,MAZDA,3
6223EA29-4898-4514-9518-33BC566ADEA7,DISABLING,PASSENGER CAR,2023,TOYTOTA,CAMRY
7105721B-5E5E-4CE9-9FE6-0C0565AA7B14,DISABLING,PASSENGER CAR,2019,HYUNDAI,ELANTRA
16EF9660-0BA8-4299-BA14-1FC8E4CC9891,SUPERFICIAL,PASSENGER CAR,2014,JEEP,SUV
9287F2F2-7805-4322-B318-2584D65FC873,SUPERFICIAL,PASSENGER CAR,2009,AUDI,A4
E07C8DD1-EE98-423F-8B3B-B5642DA5F187,DISABLING,PASSENGER CAR,2003,ACURA,TL
E14E8829-0A3F-40E3-927C-71EE94E5254C,DISABLING,PASSENGER CAR,2014,VOLK,TIGUAN
8305D0D1-79D2-46B8-97DB-329B83C75650,FUNCTIONAL,PASSENGER CAR,2018,TOYOTA,CAMARY
5B261D97-CD12-4A9E-BD3F-A8180BEF902B,DISABLING,VAN,2005,HONDA,VAN
153804A1-305D-4822-B46D-D006DE39C6EA,DESTROYED,PASSENGER CAR,2012,HONDA,CIVIC
7631EF24-B26B-4445-A89A-D93622768D62,DISABLING,PASSENGER CAR,2020,NISSAN,VERSA
770494FF-568D-4C2B-B27E-FC4EEF87B0C6,DISABLING,PASSENGER CAR,2016,NISS,SENTRA
01E3F344-FA5E-42D4-ACA4-FB8D18CF9898,DISABLING,PASSENGER CAR,2016,HONDA,CIVIC
FA19424F-E659-4BAE-B65B-A364E15E06E7,DISABLING,PASSENGER CAR,2019,MERCEDES,GLC300
F743168D-5446-420F-A7A3-FD6B740D7F16,DISABLING,PASSENGER CAR,2015,MINI,COOPER
F74CBE17-80AA-482B-BBEE-A12BCC97A3FE,DISABLING,PASSENGER CAR,2015,HONDA,SEDAN
9BB34618-2606-4CD1-9D30-CE10B9DB4C25,DISABLING,PASSENGER CAR,2015,CHRY,SD
272848D7-946D-4C8E-971A-960FFF0A629A,DESTROYED,PASSENGER CAR,2019,HONDA,HB
750626FA-32A8-49D1-8AD1-F04753F26B41,FUNCTIONAL,(SPORT) UTILITY VEHICLE,2012,TOYOTA,HIGHLANDER
7F933751-38F2-4FD0-9FB4-B84CA3E3C911,DISABLING,PASSENGER CAR,2016,TOYOTA,COROLLA
4B90B9B5-24ED-45F9-B695-7D9D8406F0B5,DISABLING,PASSENGER CAR,2015,TOYOTA,COROLLA
44263933-3ED0-4923-A495-5ADB44F24DD6,FUNCTIONAL,PASSENGER CAR,2019,HYUNDAI,4D
6A536016-0F41-413E-8651-920E57BE6B26,DISABLING,PASSENGER CAR,2018,TESLA,4S
7BA7D5CC-C5BD-4477-B59F-A759B8AF7FA1,DISABLING,PASSENGER CAR,2012,VOLKSWAGEN,JETTA
FF76CCEC-5890-43A2-A0C6-D8AFA98606B1,DISABLING,PASSENGER CAR,2020,CHEV,SD
3888CA89-A1C0-41EB-80BD-BB28B787DDB5,FUNCTIONAL,PASSENGER CAR,2019,TOYOTA,COROLLA
47AD01F3-1A0B-4258-978A-C34106449625,DISABLING,PASSENGER CAR,2009,TOYOTA,COROLLA
30EBB855-6119-42AB-9045-1FFE52B3FA7F,FUNCTIONAL,PASSENGER CAR,2017,HONDA,HB
ACB688A4-05A3-4BB5-9E6E-C7A9F9A99BEA,DISABLING,PASSENGER CAR,1996,HONDA,ACCORD
164D478D-3F0C-4EEF-ACF9-94895F3469F6,NO DAMAGE,TRANSIT BUS,2011,GILL,LOWFLOOR
A6F5A055-D0A5-41F5-87E5-8E01133FC31A,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
1E3C8B82-0D2D-44F0-A83D-C5F82EEBFCFD,FUNCTIONAL,PASSENGER CAR,2013,TOYOTA,SUV
D160EA9B-C64C-4746-8785-06D40FC90B00,FUNCTIONAL,PASSENGER CAR,2008,LEXUS,LS
4C09BEDA-EA92-4994-B673-5E01C315BBF9,SUPERFICIAL,PASSENGER CAR,2014,HYUNDAI,ACCENT
3FE07B8F-D8EF-4EDF-BB4B-24B16CD8B835,FUNCTIONAL,PASSENGER CAR,2020,JEEP,UT
BA8309BC-F341-4CFC-B849-0B59A53D0F43,SUPERFICIAL,PASSENGER CAR,2019,HONDA,CRV
9CC35DCF-7F7A-4C19-ACA6-AE46C32CF96B,UNKNOWN,,0,UNKNOWN,UNKNOWN
A6149BA3-6130-415B-9D46-60BA0DF9904E,UNKNOWN,PASSENGER CAR,2013,HONDA,PILOT
134F5EDD-D80A-4C83-84C9-4276EFF8FA3E,SUPERFICIAL,PASSENGER CAR,2020,NISSAN,SENTRA
3FD09939-151F-4041-8462-34BD37E9C1C6,DISABLING,PASSENGER CAR,2020,CHEVROLET,MALIBU
