Report Number,ACRS Report Type,Crash Date/Time,Weather,Light,Latitude,Longitude
MCP26030056,Injury Crash,7/2/2023 9:56,CLEAR,DAYLIGHT,39.177525,-77.18942333
MCP26030056,Injury Crash,7/2/2023 9:56,CLEAR,DAYLIGHT,39.177525,-77.18942333
MCP26370054,Injury Crash,7/2/2023 8:23,CLOUDY,DAYLIGHT,39.03178833,-77.21244167
MCP26370054,Injury Crash,7/2/2023 8:23,CLOUDY,DAYLIGHT,39.03178833,-77.21244167
MCP3348000P,Property Damage Crash,7/2/2023 6:53,CLEAR,DAYLIGHT,39.07155982,-77.06391375
MCP3348000P,Property Damage Crash,7/2/2023 6:53,CLEAR,DAYLIGHT,39.07155982,-77.06391375
MCP27880035,Property Damage Crash,7/2/2023 5:04,CLEAR,DARK LIGHTS ON,39.02492162,-77.02843932
MCP2582004R,Property Damage Crash,7/2/2023 0:55,CLEAR,DARK LIGHTS ON,39.17512517,-77.02395983
MCP3181002B,Property Damage Crash,7/1/2023 23:37,CLOUDY,DARK LIGHTS ON,39.06114326,-77.07163933
MCP32510014,Property Damage Crash,7/1/2023 22:39,CLEAR,DARK LIGHTS ON,39.2405161,-77.27768962
MCP33720015,Property Damage Crash,7/1/2023 21:55,RAINING,DARK LIGHTS ON,39.04276667,-77.053093
MCP33720015,Property Damage Crash,7/1/2023 21:55,RAINING,DARK LIGHTS ON,39.04276667,-77.053093
MCP32610014,Property Damage Crash,7/1/2023 21:30,RAINING,DARK LIGHTS ON,39.12334333,-77.17818333
MCP3347000X,Injury Crash,7/1/2023 20:05,RAINING,DAYLIGHT,39.01694572,-77.08776398
MCP32180045,Injury Crash,7/1/2023 20:00,RAINING,DUSK,39.0364495,-77.03816533
MCP32180045,Injury Crash,7/1/2023 20:00,RAINING,DUSK,39.0364495,-77.03816533
MCP2875007C,Property Damage Crash,7/1/2023 19:54,RAINING,DAYLIGHT,39.29140333,-77.21210167
MCP2782004P,Injury Crash,7/1/2023 19:25,RAINING,DAYLIGHT,39.271435,-77.21548333
MCP2782004P,Injury Crash,7/1/2023 19:25,RAINING,DAYLIGHT,39.271435,-77.21548333
MCP30370055,Injury Crash,7/1/2023 17:17,CLEAR,DAYLIGHT,39.19534443,-77.22423398
MCP3192003V,Injury Crash,7/1/2023 16:25,N/A,N/A,39.0496979,-77.05204685
MCP3192003V,Injury Crash,7/1/2023 16:25,N/A,N/A,39.0496979,-77.05204685
MCP2799007C,Injury Crash,7/1/2023 16:10,CLEAR,DAYLIGHT,38.99739833,-77.03194833
MCP2799007C,Injury Crash,7/1/2023 16:10,CLEAR,DAYLIGHT,38.99739833,-77.03194833
MCP33720014,Property Damage Crash,7/1/2023 16:08,CLEAR,DAYLIGHT,39.07264967,-77.06515467
MCP33720014,Property Damage Crash,7/1/2023 16:08,CLEAR,DAYLIGHT,39.07264967,-77.06515467
MCP3193004M,Property Damage Crash,7/1/2023 15:45,CLEAR,DAYLIGHT,39.03183667,-77.04844167
MCP3193004M,Property Damage Crash,7/1/2023 15:45,CLEAR,DAYLIGHT,39.03183667,-77.04844167
MCP3010008B,Property Damage Crash,7/1/2023 12:52,CLEAR,DAYLIGHT,39.02649167,-77.14828833
MCP30090068,Injury Crash,7/1/2023 12:00,CLOUDY,DAYLIGHT,39.23886356,-77.27956555
MCP30090068,Injury Crash,7/1/2023 12:00,CLOUDY,DAYLIGHT,39.23886356,-77.27956555
DD56580016,Property Damage Crash,7/1/2023 11:55,CLEAR,DAYLIGHT,39.07505333,-77.1153715
DD56580016,Property Damage Crash,7/1/2023 11:55,CLEAR,DAYLIGHT,39.07505333,-77.1153715
MCP3264003V,Property Damage Crash,7/1/2023 11:19,CLEAR,DAYLIGHT,38.99489125,-77.0304664
MCP3264003V,Property Damage Crash,7/1/2023 11:19,CLEAR,DAYLIGHT,38.99489125,-77.0304664
MCP3200008K,Injury Crash,7/1/2023 11:03,CLOUDY,DAYLIGHT,38.95903,-77.1113815
MCP3200008K,Injury Crash,7/1/2023 11:03,CLOUDY,DAYLIGHT,38.95903,-77.1113815
MCP3378000C,Injury Crash,7/1/2023 10:41,CLEAR,DAYLIGHT,39.10656383,-77.0520645
MCP3378000C,Injury Crash,7/1/2023 10:41,CLEAR,DAYLIGHT,39.10656383,-77.0520645
MCP3337001L,Property Damage Crash,7/1/2023 7:05,CLEAR,DAYLIGHT,39.03726967,-77.050244
MCP3145003J,Injury Crash,7/1/2023 6:00,CLEAR,DAWN,39.03218333,-76.984975
MCP3145003J,Injury Crash,7/1/2023 6:00,CLEAR,DAWN,39.03218333,-76.984975
MCP31840034,Injury Crash,7/1/2023 3:45,CLEAR,DARK LIGHTS ON,39.01354833,-77.04029167
MCP31840034,Injury Crash,7/1/2023 3:45,CLEAR,DARK LIGHTS ON,39.01354833,-77.04029167
MCP3257006B,Property Damage Crash,7/1/2023 3:35,CLEAR,DARK LIGHTS ON,39.05183667,-77.11576667
MCP3257006B,Property Damage Crash,7/1/2023 3:35,CLEAR,DARK LIGHTS ON,39.05183667,-77.11576667
DD5603009S,Property Damage Crash,7/1/2023 3:15,CLEAR,DARK LIGHTS ON,39.09085885,-77.15129839
DD5603009S,Property Damage Crash,7/1/2023 3:15,CLEAR,DARK LIGHTS ON,39.09085885,-77.15129839
HA24980007,Property Damage Crash,7/1/2023 1:41,CLEAR,DARK NO LIGHTS,39.126646,-77.132158
