Report Number,ACRS Report Type,Crash Date/Time,Weather,Light,Latitude,Longitude
MCP3145003N,Property Damage Crash,7/8/2023 13:00,CLEAR,DAYLIGHT,39.01863771,-77.01457501
MCP21020043,Injury Crash,7/8/2023 11:56,CLOUDY,DAYLIGHT,39.28383167,-77.20184
MCP21020043,Injury Crash,7/8/2023 11:56,CLOUDY,DAYLIGHT,39.28383167,-77.20184
MCP243600GX,Property Damage Crash,7/8/2023 8:30,CLEAR,DAYLIGHT,39.01932922,-77.01256828
MCP243600GX,Property Damage Crash,7/8/2023 8:30,CLEAR,DAYLIGHT,39.01932922,-77.01256828
DM84800017,Property Damage Crash,7/8/2023 3:55,N/A,DARK LIGHTS ON,38.986792,-76.98716237
DM84800017,Property Damage Crash,7/8/2023 3:55,N/A,DARK LIGHTS ON,38.986792,-76.98716237
MCP1400001D,Property Damage Crash,7/8/2023 2:26,CLEAR,DARK LIGHTS ON,39.13694474,-77.06889443
MCP1400001D,Property Damage Crash,7/8/2023 2:26,CLEAR,DARK LIGHTS ON,39.13694474,-77.06889443
MCP2937004X,Injury Crash,7/8/2023 0:48,CLEAR,DARK LIGHTS ON,39.029535,-76.98350167
MCP2937004X,Injury Crash,7/8/2023 0:48,CLEAR,DARK LIGHTS ON,39.029535,-76.98350167
MCP1566001R,Injury Crash,7/7/2023 22:45,CLEAR,DARK LIGHTS ON,39.07385817,-77.11277817
MCP1378014W,Property Damage Crash,7/7/2023 22:02,CLOUDY,DARK LIGHTS ON,39.28847415,-77.20453274
EJ7871006C,Property Damage Crash,7/7/2023 21:30,CLEAR,DARK LIGHTS ON,39.12801612,-77.18515005
EJ7871006C,Property Damage Crash,7/7/2023 21:30,CLEAR,DARK LIGHTS ON,39.12801612,-77.18515005
MCP30140041,Property Damage Crash,7/7/2023 21:16,CLEAR,DARK LIGHTS ON,39.15341167,-77.213125
MCP30140041,Property Damage Crash,7/7/2023 21:16,CLEAR,DARK LIGHTS ON,39.15341167,-77.213125
MCP31730030,Property Damage Crash,7/7/2023 20:20,CLOUDY,DAYLIGHT,39.1175755,-77.20633317
MCP31730030,Property Damage Crash,7/7/2023 20:20,CLOUDY,DAYLIGHT,39.1175755,-77.20633317
MCP23560031,Property Damage Crash,7/7/2023 19:56,CLEAR,DAYLIGHT,39.11559478,-77.16615843
MCP23560031,Property Damage Crash,7/7/2023 19:56,CLEAR,DAYLIGHT,39.11559478,-77.16615843
MCP2760003V,Injury Crash,7/7/2023 19:03,CLEAR,DAYLIGHT,39.1570516,-77.1962643
MCP2760003V,Injury Crash,7/7/2023 19:03,CLEAR,DAYLIGHT,39.1570516,-77.1962643
MCP3168005N,Property Damage Crash,7/7/2023 18:46,CLEAR,DAYLIGHT,39.1194665,-77.15694767
MCP3168005N,Property Damage Crash,7/7/2023 18:46,CLEAR,DAYLIGHT,39.1194665,-77.15694767
MCP3168005N,Property Damage Crash,7/7/2023 18:46,CLEAR,DAYLIGHT,39.1194665,-77.15694767
MCP3347000Z,Property Damage Crash,7/7/2023 17:49,CLEAR,DAYLIGHT,38.99869243,-77.04105048
MCP2899006P,Property Damage Crash,7/7/2023 17:35,CLEAR,DAYLIGHT,38.99308167,-77.06510167
MCP2899006P,Property Damage Crash,7/7/2023 17:35,CLEAR,DAYLIGHT,38.99308167,-77.06510167
EJ7876005V,Injury Crash,7/7/2023 17:15,CLEAR,DAYLIGHT,39.14052212,-77.20760908
EJ7876005V,Injury Crash,7/7/2023 17:15,CLEAR,DAYLIGHT,39.14052212,-77.20760908
EJ7876005V,Injury Crash,7/7/2023 17:15,CLEAR,DAYLIGHT,39.14052212,-77.20760908
MCP3320001Z,Property Damage Crash,7/7/2023 17:00,CLEAR,DAYLIGHT,38.99782783,-77.03448533
MCP3320001Z,Property Damage Crash,7/7/2023 17:00,CLEAR,DAYLIGHT,38.99782783,-77.03448533
MCP1213007Y,Injury Crash,7/7/2023 16:45,CLEAR,DAYLIGHT,39.07833333,-77.040145
MCP23140027,Injury Crash,7/7/2023 16:16,CLOUDY,DAYLIGHT,39.08258783,-77.2170115
MCP23140027,Injury Crash,7/7/2023 16:16,CLOUDY,DAYLIGHT,39.08258783,-77.2170115
MCP33280025,Property Damage Crash,7/7/2023 15:46,CLEAR,DAYLIGHT,39.04902833,-77.02535
MCP33280025,Property Damage Crash,7/7/2023 15:46,CLEAR,DAYLIGHT,39.04902833,-77.02535
EJ78850035,Injury Crash,7/7/2023 14:55,CLEAR,DAYLIGHT,39.1563985,-77.21339017
MCP3361000N,Property Damage Crash,7/7/2023 14:38,N/A,DAYLIGHT,39.04859047,-77.06943798
MCP3361000N,Property Damage Crash,7/7/2023 14:38,N/A,DAYLIGHT,39.04859047,-77.06943798
MCP3271003F,Property Damage Crash,7/7/2023 13:50,CLEAR,DAYLIGHT,38.96523696,-77.10783266
MCP20160076,Property Damage Crash,7/7/2023 13:38,CLOUDY,DAYLIGHT,39.07212867,-77.11309867
MCP20160076,Property Damage Crash,7/7/2023 13:38,CLOUDY,DAYLIGHT,39.07212867,-77.11309867
MCP3143004T,Injury Crash,7/7/2023 11:56,CLEAR,DAYLIGHT,39.04555667,-77.11209833
MCP3143004T,Injury Crash,7/7/2023 11:56,CLEAR,DAYLIGHT,39.04555667,-77.11209833
MCP3143004T,Injury Crash,7/7/2023 11:56,CLEAR,DAYLIGHT,39.04555667,-77.11209833
MCP3143004T,Injury Crash,7/7/2023 11:56,CLEAR,DAYLIGHT,39.04555667,-77.11209833
MCP33530019,Injury Crash,7/7/2023 11:44,CLEAR,DAYLIGHT,39.10236556,-77.22029207
MCP33530019,Injury Crash,7/7/2023 11:44,CLEAR,DAYLIGHT,39.10236556,-77.22029207
MCP3355000T,Injury Crash,7/7/2023 8:40,CLEAR,DAYLIGHT,39.085835,-76.93095
MCP3355000T,Injury Crash,7/7/2023 8:40,CLEAR,DAYLIGHT,39.085835,-76.93095
EJ7887002L,Property Damage Crash,7/7/2023 8:00,CLEAR,DAYLIGHT,39.14304457,-77.19177077
EJ7887002L,Property Damage Crash,7/7/2023 8:00,CLEAR,DAYLIGHT,39.14304457,-77.19177077
EJ7876005T,Injury Crash,7/6/2023 21:00,CLEAR,DAWN,39.11573045,-77.2085847
EJ7876005T,Injury Crash,7/6/2023 21:00,CLEAR,DAWN,39.11573045,-77.2085847
DD56490037,Injury Crash,7/6/2023 18:38,N/A,DAYLIGHT,39.0612988,-77.12503017
EJ7876005R,Injury Crash,7/6/2023 18:30,CLEAR,DAYLIGHT,39.1513651,-77.20739088
EJ7876005R,Injury Crash,7/6/2023 18:30,CLEAR,DAYLIGHT,39.1513651,-77.20739088
EJ7876005Q,Property Damage Crash,7/6/2023 17:45,CLEAR,DAYLIGHT,39.11534738,-77.19737732
EJ7876005Q,Property Damage Crash,7/6/2023 17:45,CLEAR,DAYLIGHT,39.11534738,-77.19737732
MCP1378014V,Injury Crash,7/6/2023 16:06,CLOUDY,DAYLIGHT,39.10663517,-76.92008717
MCP1378014V,Injury Crash,7/6/2023 16:06,CLOUDY,DAYLIGHT,39.10663517,-76.92008717
MCP3255004S,Injury Crash,7/6/2023 15:50,CLEAR,N/A,39.14766483,-77.23284333
MCP3255004S,Injury Crash,7/6/2023 15:50,CLEAR,N/A,39.14766483,-77.23284333
MCP2356002Z,Injury Crash,7/6/2023 15:37,CLEAR,DAYLIGHT,39.10752449,-77.18940714
MCP2356002Z,Injury Crash,7/6/2023 15:37,CLEAR,DAYLIGHT,39.10752449,-77.18940714
MCP3361000M,Property Damage Crash,7/6/2023 15:34,CLEAR,DAYLIGHT,39.08752883,-77.0798475
MCP3361000M,Property Damage Crash,7/6/2023 15:34,CLEAR,DAYLIGHT,39.08752883,-77.0798475
MCP3347000Y,Property Damage Crash,7/6/2023 15:02,CLOUDY,DAYLIGHT,38.98124708,-77.07720393
MCP3347000Y,Property Damage Crash,7/6/2023 15:02,CLOUDY,DAYLIGHT,38.98124708,-77.07720393
MCP3040005X,Property Damage Crash,7/6/2023 15:00,CLEAR,DAYLIGHT,39.11242,-77.06431667
MCP3040005X,Property Damage Crash,7/6/2023 15:00,CLEAR,DAYLIGHT,39.11242,-77.06431667
MCP30940033,Property Damage Crash,7/6/2023 14:40,N/A,DAYLIGHT,39.16356667,-77.14869833
MCP20520034,Injury Crash,7/6/2023 14:27,CLEAR,DAYLIGHT,39.10499322,-77.19053611
MCP20520034,Injury Crash,7/6/2023 14:27,CLEAR,DAYLIGHT,39.10499322,-77.19053611
MCP20520034,Injury Crash,7/6/2023 14:27,CLEAR,DAYLIGHT,39.10499322,-77.19053611
MCP3374000Y,Injury Crash,7/6/2023 14:15,CLEAR,DAYLIGHT,38.96197167,-77.08794167
EJ7858007V,Injury Crash,7/6/2023 14:00,RAINING,DAYLIGHT,39.11821925,-77.25109717
EJ7858007V,Injury Crash,7/6/2023 14:00,RAINING,DAYLIGHT,39.11821925,-77.25109717
MCP235800BL,Property Damage Crash,7/6/2023 13:18,CLEAR,DAYLIGHT,39.013001,-77.1490025
MCP235800BL,Property Damage Crash,7/6/2023 13:18,CLEAR,DAYLIGHT,39.013001,-77.1490025
DD561500FF,Property Damage Crash,7/6/2023 13:05,N/A,DAYLIGHT,39.10489035,-77.19046917
DD561500FF,Property Damage Crash,7/6/2023 13:05,N/A,DAYLIGHT,39.10489035,-77.19046917
MCP3299002P,Injury Crash,7/6/2023 12:52,CLEAR,DAYLIGHT,39.11758717,-77.07512913
MCP3143004S,Property Damage Crash,7/6/2023 12:30,CLEAR,DAYLIGHT,39.03364167,-77.08967167
MCP3143004S,Property Damage Crash,7/6/2023 12:30,CLEAR,DAYLIGHT,39.03364167,-77.08967167
MCP2946005P,Injury Crash,7/6/2023 11:43,CLEAR,DAYLIGHT,39.22882167,-77.25215167
MCP2941004M,Injury Crash,7/6/2023 10:33,CLEAR,DAYLIGHT,39.16419167,-77.15709
MCP285900DC,Property Damage Crash,7/6/2023 9:25,CLEAR,DAYLIGHT,39.16068533,-77.19202617
MCP285900DC,Property Damage Crash,7/6/2023 9:25,CLEAR,DAYLIGHT,39.16068533,-77.19202617
MCP3133004M,Property Damage Crash,7/6/2023 9:17,CLEAR,DAYLIGHT,39.16811567,-77.01659417
MCP3133004M,Property Damage Crash,7/6/2023 9:17,CLEAR,DAYLIGHT,39.16811567,-77.01659417
MCP302600B9,Injury Crash,7/6/2023 8:46,CLEAR,DAYLIGHT,39.02054817,-77.1036985
MCP302600B9,Injury Crash,7/6/2023 8:46,CLEAR,DAYLIGHT,39.02054817,-77.1036985
MCP2974004M,Property Damage Crash,7/6/2023 8:13,CLEAR,DAYLIGHT,39.083552,-76.94809483
MCP3360000J,Property Damage Crash,7/6/2023 7:54,CLEAR,DAYLIGHT,39.18085949,-77.15699585
DM8514000Q,Injury Crash,7/6/2023 7:50,N/A,DAYLIGHT,38.97587195,-76.99325355
DD56490036,Injury Crash,7/5/2023 23:32,N/A,DARK LIGHTS ON,39.07435107,-77.16420044
DD56490036,Injury Crash,7/5/2023 23:32,N/A,DARK LIGHTS ON,39.07435107,-77.16420044
EJ7869003F,Injury Crash,7/5/2023 23:25,CLEAR,DARK -- UNKNOWN LIGHTING,39.15402111,-77.24973229
MCP15540063,Injury Crash,7/5/2023 23:02,UNKNOWN,DARK NO LIGHTS,39.16816937,-77.39180742
MCP3256002B,Property Damage Crash,7/5/2023 20:51,CLEAR,DARK LIGHTS ON,39.05683085,-76.96677861
MCP3256002B,Property Damage Crash,7/5/2023 20:51,CLEAR,DARK LIGHTS ON,39.05683085,-76.96677861
MCP30370056,Property Damage Crash,7/5/2023 18:54,CLEAR,DAYLIGHT,39.181325,-77.2386
DD5668000C,Property Damage Crash,7/5/2023 18:54,CLEAR,DAYLIGHT,39.07494287,-77.13426628
MCP30370056,Property Damage Crash,7/5/2023 18:54,CLEAR,DAYLIGHT,39.181325,-77.2386
DD5668000C,Property Damage Crash,7/5/2023 18:54,CLEAR,DAYLIGHT,39.07494287,-77.13426628
MCP2399006W,Property Damage Crash,7/5/2023 18:28,CLEAR,DAYLIGHT,39.16878674,-77.20965151
MCP1425001D,Injury Crash,7/5/2023 17:36,RAINING,DAYLIGHT,39.17581938,-77.40437467
MCP1425001D,Injury Crash,7/5/2023 17:36,RAINING,DAYLIGHT,39.17581938,-77.40437467
MCP3053006L,Property Damage Crash,7/5/2023 17:00,CLEAR,DAYLIGHT,39.04412692,-77.06295319
MCP3053006L,Property Damage Crash,7/5/2023 17:00,CLEAR,DAYLIGHT,39.04412692,-77.06295319
MCP3053006L,Property Damage Crash,7/5/2023 17:00,CLEAR,DAYLIGHT,39.04412692,-77.06295319
MCP3053006L,Property Damage Crash,7/5/2023 17:00,CLEAR,DAYLIGHT,39.04412692,-77.06295319
MCP33730015,Property Damage Crash,7/5/2023 16:40,CLEAR,DAYLIGHT,38.99157597,-77.01172361
MCP3271003D,Property Damage Crash,7/5/2023 16:25,CLEAR,DAYLIGHT,38.98125309,-77.14075276
MCP3271003D,Property Damage Crash,7/5/2023 16:25,CLEAR,DAYLIGHT,38.98125309,-77.14075276
MCP3271003D,Property Damage Crash,7/5/2023 16:25,CLEAR,DAYLIGHT,38.98125309,-77.14075276
MCP2895002X,Property Damage Crash,7/5/2023 15:29,N/A,DAYLIGHT,39.14739167,-77.290825
MCP2298013R,Property Damage Crash,7/5/2023 15:08,RAINING,DAYLIGHT,38.99854167,-77.03095333
MCP2298013R,Property Damage Crash,7/5/2023 15:08,RAINING,DAYLIGHT,38.99854167,-77.03095333
MCP20160075,Property Damage Crash,7/5/2023 14:13,CLOUDY,DAYLIGHT,39.057244,-77.12618967
MCP20160075,Property Damage Crash,7/5/2023 14:13,CLOUDY,DAYLIGHT,39.057244,-77.12618967
DD5651003G,Injury Crash,7/5/2023 14:08,CLEAR,DAYLIGHT,39.08417439,-77.15291075
DD5651003G,Injury Crash,7/5/2023 14:08,CLEAR,DAYLIGHT,39.08417439,-77.15291075
MCP2039008Q,Injury Crash,7/5/2023 13:11,CLOUDY,DAYLIGHT,39.07948833,-77.08418333
MCP2039008Q,Injury Crash,7/5/2023 13:11,CLOUDY,DAYLIGHT,39.07948833,-77.08418333
MCP31740042,Property Damage Crash,7/5/2023 13:08,CLEAR,DAYLIGHT,39.1532075,-77.23085267
MCP3143004R,Property Damage Crash,7/5/2023 11:29,CLEAR,DAYLIGHT,39.01558167,-77.079545
MCP3143004R,Property Damage Crash,7/5/2023 11:29,CLEAR,DAYLIGHT,39.01558167,-77.079545
MCP2946005N,Property Damage Crash,7/5/2023 11:24,CLEAR,DAYLIGHT,39.20396433,-77.24601383
MCP2946005N,Property Damage Crash,7/5/2023 11:24,CLEAR,DAYLIGHT,39.20396433,-77.24601383
MCP33620018,Injury Crash,7/5/2023 10:39,CLEAR,DAYLIGHT,39.037575,-76.990425
MCP102200H9,Property Damage Crash,7/5/2023 9:50,CLEAR,DAYLIGHT,39.06595333,-77.15997333
MCP3341001T,Injury Crash,7/5/2023 8:40,CLEAR,DAYLIGHT,39.06552667,-77.04827583
DD5651003F,Property Damage Crash,7/5/2023 8:39,CLEAR,DAYLIGHT,39.08662337,-77.17555828
MCP3136006D,Property Damage Crash,7/5/2023 8:29,CLEAR,DAYLIGHT,39.00618247,-77.03891646
MCP3136006D,Property Damage Crash,7/5/2023 8:29,CLEAR,DAYLIGHT,39.00618247,-77.03891646
EJ78840063,Injury Crash,7/5/2023 0:21,CLEAR,DARK LIGHTS ON,39.15959595,-77.21888955
EJ78840063,Injury Crash,7/5/2023 0:21,CLEAR,DARK LIGHTS ON,39.15959595,-77.21888955
DD56700004,Property Damage Crash,7/4/2023 22:13,N/A,DARK LIGHTS ON,39.0755689,-77.13738197
DD56700004,Property Damage Crash,7/4/2023 22:13,N/A,DARK LIGHTS ON,39.0755689,-77.13738197
DD56700004,Property Damage Crash,7/4/2023 22:13,N/A,DARK LIGHTS ON,39.0755689,-77.13738197
DD56310054,Property Damage Crash,7/4/2023 22:00,CLEAR,DARK NO LIGHTS,39.09391817,-77.15057217
DD55380046,Property Damage Crash,7/4/2023 21:35,CLEAR,DARK LIGHTS ON,39.1132338,-77.17161666
MCP33730014,Property Damage Crash,7/4/2023 20:24,CLEAR,DAYLIGHT,38.99380946,-77.0321385
MCP33730014,Property Damage Crash,7/4/2023 20:24,CLEAR,DAYLIGHT,38.99380946,-77.0321385
MCP31700039,Injury Crash,7/4/2023 19:19,CLEAR,DAYLIGHT,39.17903333,-77.26729717
MCP31700039,Injury Crash,7/4/2023 19:19,CLEAR,DAYLIGHT,39.17903333,-77.26729717
MCP25830038,Property Damage Crash,7/4/2023 19:16,CLEAR,DAYLIGHT,39.15785433,-77.4078515
MCP2962007V,Property Damage Crash,7/4/2023 16:40,CLEAR,DAYLIGHT,39.1272285,-77.38341743
MCP2962007V,Property Damage Crash,7/4/2023 16:40,CLEAR,DAYLIGHT,39.1272285,-77.38341743
MCP2339008G,Injury Crash,7/4/2023 16:00,CLEAR,DAYLIGHT,39.05881239,-77.11896131
MCP3279002C,Injury Crash,7/4/2023 15:55,CLEAR,DAYLIGHT,39.05951098,-77.05020197
MCP3279002C,Injury Crash,7/4/2023 15:55,CLEAR,DAYLIGHT,39.05951098,-77.05020197
MCP3133004L,Injury Crash,7/4/2023 14:52,CLEAR,DAYLIGHT,39.13716233,-77.069076
MCP3133004L,Injury Crash,7/4/2023 14:52,CLEAR,DAYLIGHT,39.13716233,-77.069076
MCP33620017,Property Damage Crash,7/4/2023 14:00,CLEAR,DAYLIGHT,39.00458333,-76.99607333
MCP33620017,Property Damage Crash,7/4/2023 14:00,CLEAR,DAYLIGHT,39.00458333,-76.99607333
MCP304800BC,Property Damage Crash,7/4/2023 13:00,CLEAR,DAYLIGHT,39.02502917,-77.06972233
DM8497001R,Property Damage Crash,7/4/2023 11:00,CLEAR,DAYLIGHT,38.97778058,-77.00737364
DM8497001R,Property Damage Crash,7/4/2023 11:00,CLEAR,DAYLIGHT,38.97778058,-77.00737364
MCP3129007C,Injury Crash,7/4/2023 9:17,CLEAR,DAYLIGHT,39.06844467,-77.06136783
MCP3129007C,Injury Crash,7/4/2023 9:17,CLEAR,DAYLIGHT,39.06844467,-77.06136783
MCP2682004V,Property Damage Crash,7/4/2023 8:50,CLEAR,DAYLIGHT,39.176478,-77.17893833
MCP2682004V,Property Damage Crash,7/4/2023 8:50,CLEAR,DAYLIGHT,39.176478,-77.17893833
MCP2440001C,Property Damage Crash,7/4/2023 3:56,CLEAR,DARK -- UNKNOWN LIGHTING,39.157704,-77.205732
MCP2440001C,Property Damage Crash,7/4/2023 3:56,CLEAR,DARK -- UNKNOWN LIGHTING,39.157704,-77.205732
MCP3221002F,Property Damage Crash,7/4/2023 0:57,RAINING,DARK LIGHTS ON,39.05614333,-77.15292
MCP3301001R,Injury Crash,7/4/2023 0:57,RAINING,DARK LIGHTS ON,39.08510967,-76.9473735
MCP32400034,Property Damage Crash,7/3/2023 23:35,RAINING,DARK LIGHTS ON,39.15473633,-77.28679233
MCP3309001V,Property Damage Crash,7/3/2023 23:10,RAINING,DARK LIGHTS ON,39.15229467,-77.06525003
MCP3144002C,Property Damage Crash,7/3/2023 22:50,RAINING,DARK LIGHTS ON,38.99619333,-77.07698333
MCP3144002C,Property Damage Crash,7/3/2023 22:50,RAINING,DARK LIGHTS ON,38.99619333,-77.07698333
MCP33760011,Property Damage Crash,7/3/2023 22:02,CLEAR,DARK -- UNKNOWN LIGHTING,39.041415,-77.05164036
MCP33760010,Property Damage Crash,7/3/2023 22:02,CLEAR,DARK -- UNKNOWN LIGHTING,39.0254062,-77.0462776
MCP33760010,Property Damage Crash,7/3/2023 22:02,CLEAR,DARK -- UNKNOWN LIGHTING,39.0254062,-77.0462776
MCP33760011,Property Damage Crash,7/3/2023 22:02,CLEAR,DARK -- UNKNOWN LIGHTING,39.041415,-77.05164036
MCP289200DV,Property Damage Crash,7/3/2023 19:33,CLEAR,DAYLIGHT,39.00251667,-77.02467167
MCP289200DV,Property Damage Crash,7/3/2023 19:33,CLEAR,DAYLIGHT,39.00251667,-77.02467167
EJ7888004J,Property Damage Crash,7/3/2023 19:00,CLEAR,DAYLIGHT,39.12437272,-77.23944733
MCP22860058,Injury Crash,7/3/2023 17:20,CLEAR,DAYLIGHT,39.10640217,-77.1583905
MCP22860058,Injury Crash,7/3/2023 17:20,CLEAR,DAYLIGHT,39.10640217,-77.1583905
DM8497001Q,Property Damage Crash,7/3/2023 16:59,CLEAR,DAYLIGHT,38.98518654,-77.0077116
EJ7873007P,Property Damage Crash,7/3/2023 16:35,CLEAR,DAYLIGHT,39.16212518,-77.21443318
EJ7873007P,Property Damage Crash,7/3/2023 16:35,CLEAR,DAYLIGHT,39.16212518,-77.21443318
MCP26740044,Property Damage Crash,7/3/2023 15:31,CLEAR,DAYLIGHT,39.26185549,-77.22176757
MCP26740044,Property Damage Crash,7/3/2023 15:31,CLEAR,DAYLIGHT,39.26185549,-77.22176757
MCP26740044,Property Damage Crash,7/3/2023 15:31,CLEAR,DAYLIGHT,39.26185549,-77.22176757
MCP304800BD,Property Damage Crash,7/3/2023 15:15,CLOUDY,DAYLIGHT,38.9908075,-77.09806733
MCP304800BD,Property Damage Crash,7/3/2023 15:15,CLOUDY,DAYLIGHT,38.9908075,-77.09806733
MCP2298013P,Property Damage Crash,7/3/2023 15:12,CLEAR,DAYLIGHT,39.03929033,-76.9901675
MCP2298013P,Property Damage Crash,7/3/2023 15:12,CLEAR,DAYLIGHT,39.03929033,-76.9901675
MCP2298013P,Property Damage Crash,7/3/2023 15:12,CLEAR,DAYLIGHT,39.03929033,-76.9901675
MCP2298013P,Property Damage Crash,7/3/2023 15:12,CLEAR,DAYLIGHT,39.03929033,-76.9901675
DM8499001V,Property Damage Crash,7/3/2023 15:10,CLEAR,DAYLIGHT,38.978187,-76.99784
MCP3238002G,Property Damage Crash,7/3/2023 14:37,N/A,DAYLIGHT,39.00857283,-77.01814483
MCP3238002G,Property Damage Crash,7/3/2023 14:37,N/A,DAYLIGHT,39.00857283,-77.01814483
MCP29020068,Property Damage Crash,7/3/2023 14:18,CLEAR,DAYLIGHT,39.23014833,-77.25298333
MCP29020068,Property Damage Crash,7/3/2023 14:18,CLEAR,DAYLIGHT,39.23014833,-77.25298333
MCP29650078,Property Damage Crash,7/3/2023 13:30,CLEAR,DAYLIGHT,39.09975833,-76.97495667
MCP29650078,Property Damage Crash,7/3/2023 13:30,CLEAR,DAYLIGHT,39.09975833,-76.97495667
MCP2761004G,Property Damage Crash,7/3/2023 13:14,CLEAR,DAYLIGHT,39.17498674,-77.26073541
MCP2761004G,Property Damage Crash,7/3/2023 13:14,CLEAR,DAYLIGHT,39.17498674,-77.26073541
MCP3115006M,Property Damage Crash,7/3/2023 13:00,CLEAR,DAYLIGHT,39.08114513,-76.94628131
MCP3115006M,Property Damage Crash,7/3/2023 13:00,CLEAR,DAYLIGHT,39.08114513,-76.94628131
MCP30860098,Injury Crash,7/3/2023 12:00,N/A,DAYLIGHT,39.15065622,-77.10370112
MCP21020042,Injury Crash,7/3/2023 11:16,CLEAR,DAYLIGHT,39.24067967,-77.23493816
MCP21020042,Injury Crash,7/3/2023 11:16,CLEAR,DAYLIGHT,39.24067967,-77.23493816
MCP2072006T,Injury Crash,7/3/2023 10:48,CLEAR,DAYLIGHT,39.18110333,-77.23837333
MCP3089003X,Property Damage Crash,7/3/2023 9:54,CLEAR,DAYLIGHT,39.02701833,-77.04656667
MCP3089003X,Property Damage Crash,7/3/2023 9:54,CLEAR,DAYLIGHT,39.02701833,-77.04656667
DD5612003X,Injury Crash,7/3/2023 9:34,CLEAR,DAYLIGHT,39.05873701,-77.11903442
DD5612003X,Injury Crash,7/3/2023 9:34,CLEAR,DAYLIGHT,39.05873701,-77.11903442
MCP2905005L,Injury Crash,7/3/2023 8:57,CLEAR,DAYLIGHT,39.02298167,-77.07624667
MCP2905005L,Injury Crash,7/3/2023 8:57,CLEAR,DAYLIGHT,39.02298167,-77.07624667
MCP32010045,Injury Crash,7/3/2023 8:16,CLOUDY,DAYLIGHT,39.16076417,-77.26823783
DD5651003L,Property Damage Crash,7/3/2023 6:30,CLEAR,DUSK,39.06569344,-77.12421484
MCP2492001Z,Property Damage Crash,7/3/2023 6:02,CLEAR,DAYLIGHT,39.06067762,-77.06420481
MCP25160047,Property Damage Crash,7/3/2023 5:40,CLEAR,DARK -- UNKNOWN LIGHTING,39.18628888,-77.38241139
MCP2348006J,Fatal Crash,7/3/2023 0:00,CLEAR,DARK LIGHTS ON,38.98109532,-76.98930911
MCP3291001K,Injury Crash,7/3/2023 0:00,CLEAR,DARK LIGHTS ON,38.99169667,-77.02491833
MCP2937004Y,Property Damage Crash,7/2/2023 23:30,N/A,DARK LIGHTS ON,39.01444982,-77.00423999
MCP2937004Y,Property Damage Crash,7/2/2023 23:30,N/A,DARK LIGHTS ON,39.01444982,-77.00423999
MCP2385002V,Property Damage Crash,7/2/2023 22:11,CLEAR,DARK NO LIGHTS,39.26745333,-77.21784333
MCP2385002V,Property Damage Crash,7/2/2023 22:11,CLEAR,DARK NO LIGHTS,39.26745333,-77.21784333
MCP3369001H,Property Damage Crash,7/2/2023 21:45,CLEAR,DARK LIGHTS ON,39.08625433,-76.93854133
MCP3369001H,Property Damage Crash,7/2/2023 21:45,CLEAR,DARK LIGHTS ON,39.08625433,-76.93854133
MCP21590016,Property Damage Crash,7/2/2023 21:30,CLEAR,UNKNOWN,39.16291161,-77.2236784
MCP3334001J,Injury Crash,7/2/2023 19:30,CLEAR,DAYLIGHT,39.01063,-77.04067
MCP3334001J,Injury Crash,7/2/2023 19:30,CLEAR,DAYLIGHT,39.01063,-77.04067
MCP3193004N,Property Damage Crash,7/2/2023 19:20,CLEAR,DAYLIGHT,39.04115333,-77.04706333
MCP2895002W,Property Damage Crash,7/2/2023 18:34,CLEAR,DAYLIGHT,39.15770667,-77.27238833
MCP2895002W,Property Damage Crash,7/2/2023 18:34,CLEAR,DAYLIGHT,39.15770667,-77.27238833
EJ786600C9,Property Damage Crash,7/2/2023 18:25,CLOUDY,DAYLIGHT,39.14442337,-77.22637923
EJ786600C9,Property Damage Crash,7/2/2023 18:25,CLOUDY,DAYLIGHT,39.14442337,-77.22637923
EJ7876005P,Injury Crash,7/2/2023 18:10,CLEAR,DAYLIGHT,39.15128973,-77.21070987
EJ7876005P,Injury Crash,7/2/2023 18:10,CLEAR,DAYLIGHT,39.15128973,-77.21070987
MCP3192003X,Property Damage Crash,7/2/2023 18:08,CLEAR,DAYLIGHT,39.05506351,-77.06084449
MCP3263003F,Property Damage Crash,7/2/2023 18:00,N/A,DARK LIGHTS ON,38.98052308,-77.09498263
MCP3303001C,Injury Crash,7/2/2023 15:04,RAINING,DAYLIGHT,39.19912708,-77.26072606
MCP3303001C,Injury Crash,7/2/2023 15:04,RAINING,DAYLIGHT,39.19912708,-77.26072606
MCP31900055,Injury Crash,7/2/2023 14:41,RAINING,DAYLIGHT,39.16957,-77.09076333
MCP31900055,Injury Crash,7/2/2023 14:41,RAINING,DAYLIGHT,39.16957,-77.09076333
MCP26030057,Property Damage Crash,7/2/2023 14:25,N/A,DAYLIGHT,39.15759327,-77.20136322
MCP3280003K,Property Damage Crash,7/2/2023 13:00,CLEAR,DAYLIGHT,39.04117,-76.98916833
MCP3145003K,Injury Crash,7/2/2023 12:00,CLEAR,DAYLIGHT,39.02245667,-76.976415
MCP3145003K,Injury Crash,7/2/2023 12:00,CLEAR,DAYLIGHT,39.02245667,-76.976415
MCP33530018,Property Damage Crash,7/2/2023 11:12,CLEAR,DAYLIGHT,39.0406985,-77.159249
MCP33530018,Property Damage Crash,7/2/2023 11:12,CLEAR,DAYLIGHT,39.0406985,-77.159249
